"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","780.00","780.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","780.00","780.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","780.00","780.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","780.00","780.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","785.00","785.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","795.00","795.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","795.00","795.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","804.60","804.60","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","825.00","825.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","825.00","825.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","825.00","825.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","830.00","830.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","835.00","835.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","835.00","835.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","845.00","845.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","845.00","845.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","850.80","850.80","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","855.00","855.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","855.00","855.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","855.00","855.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","857.00","857.00","Pf"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","865.00","865.00","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","865.00","865.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","870.00","870.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","875.00","875.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","880.00","880.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","880.00","880.00","Pf"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","880.00","880.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","884.77","884.77","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","884.77","884.77","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","895.00","895.00","Pf"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","895.00","895.00","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","910.00","910.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","920.00","920.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","945.00","945.00","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","950.00","950.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","950.00","950.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","952.50","952.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","952.50","952.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","955.00","955.00","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","957.00","957.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","960.00","960.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","961.00","961.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","962.00","962.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","970.00","970.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","970.00","970.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","975.00","975.00","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","975.00","975.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","976.00","976.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","980.00","980.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","980.00","980.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","980.00","980.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","980.00","980.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","980.00","980.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","980.00","980.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","985.00","985.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","990.00","990.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","990.00","990.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","993.60","993.60","Rg"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","1,000.00","1,000.00","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,003.00","1,003.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,015.00","1,015.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,015.00","1,015.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,015.00","1,015.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,020.00","1,020.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,025.00","1,025.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,025.00","1,025.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,025.00","1,025.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,030.00","1,030.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,035.00","1,035.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,035.00","1,035.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,035.00","1,035.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,035.00","1,035.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,035.00","1,035.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,035.00","1,035.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,035.00","1,035.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,035.00","1,035.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,035.00","1,035.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,040.00","1,040.00","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,045.00","1,045.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,050.00","1,050.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,050.00","1,050.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","1,055.00","1,055.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,055.00","1,055.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,065.00","1,065.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,065.00","1,065.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,069.00","1,069.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,069.00","1,069.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,070.00","1,070.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,070.00","1,070.00","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,085.00","1,085.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,085.00","1,085.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,085.00","1,085.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,085.00","1,085.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,085.00","1,085.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","1,085.00","1,085.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,090.00","1,090.00","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,090.00","1,090.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,090.00","1,090.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,095.00","1,095.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,095.00","1,095.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,095.00","1,095.00","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","1,100.00","1,100.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,110.00","1,110.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,115.00","1,115.00","Rg"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","1,130.00","1,130.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","1,130.00","1,130.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,134.00","1,134.00","Rg"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","1,140.00","1,140.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,152.00","1,152.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,155.00","1,155.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,174.80","1,174.80","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,185.00","1,185.00","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","1,185.00","1,185.00","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,195.00","1,195.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,200.00","1,200.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,200.00","1,200.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,200.00","1,200.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,205.00","1,205.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,210.00","1,210.00","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,210.00","1,210.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,216.00","1,216.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,227.50","1,227.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,227.50","1,227.50","Rg"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","1,230.00","1,230.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,235.00","1,235.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,235.00","1,235.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,235.00","1,235.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,245.00","1,245.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,255.00","1,255.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","1,280.00","1,280.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,285.00","1,285.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,290.00","1,290.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,295.00","1,295.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,295.00","1,295.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","1,295.00","1,295.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,295.00","1,295.00","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","1,325.00","1,325.00","Rg"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","1,325.00","1,325.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,330.00","1,330.00","Rg"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","1,335.00","1,335.00","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","1,340.00","1,340.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,355.00","1,355.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,385.00","1,385.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,395.00","1,395.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,420.00","1,420.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,430.00","1,430.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,430.00","1,430.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,430.00","1,430.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,430.00","1,430.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","1,450.00","1,450.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,455.00","1,455.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,475.00","1,475.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,650.00","1,650.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","994.00","994.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","994.00","994.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","1,060.00","1,060.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","1,110.00","1,110.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year","1,110.00","1,110.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year  (OR)","1,110.00","1,110.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","1,110.00","1,110.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","1,114.00","1,114.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","1,114.00","1,114.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","1,135.00","1,135.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","1,135.00","1,135.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","1,135.00","1,135.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","1,135.00","1,135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20","1,135.00","1,135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","1,135.00","1,135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","1,135.00","1,135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","1,135.00","1,135.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","1,135.00","1,135.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","1,140.00","1,140.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","1,140.00","1,140.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","1,150.00","1,150.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 20","1,150.00","1,150.00","Pf"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","1,155.00","1,155.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","1,155.00","1,155.00","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","1,157.66","1,157.66","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","1,170.00","1,170.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","1,170.00","1,170.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","1,170.00","1,170.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","1,170.00","1,170.00","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 20  (151X)","1,175.00","1,175.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","1,195.00","1,195.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","1,200.00","1,200.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","1,200.00","1,200.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","1,206.00","1,206.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","1,206.00","1,206.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 20","1,215.00","1,215.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","1,245.00","1,245.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","1,245.00","1,245.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","1,245.00","1,245.00","Pf"
"EMC National Life Company               ","A-","Term Select - 20 Year","1,250.00","1,250.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 20 Year","1,270.00","1,270.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 20 Year","1,270.00","1,270.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","1,276.80","1,276.80","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","1,280.00","1,280.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 20 Year","1,286.00","1,286.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","1,310.00","1,310.00","Pf"
"Western-Southern Life Assurance Company ","A+","eTerm 20 - Guaranteed Level Term","1,310.00","1,310.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","1,312.50","1,312.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","1,312.50","1,312.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 20 Year Term II  (VI)","1,320.00","1,320.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 20 Year Term","1,330.00","1,330.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 20","1,330.00","1,330.00","Pf"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","1,331.00","1,331.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","1,351.50","1,351.50","Rg"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","1,351.50","1,351.50","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 20","1,355.00","1,355.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY)","1,365.00","1,365.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY/WA)","1,365.00","1,365.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 20  (NY/<250K PruXpress ONLY)","1,365.00","1,365.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 20-year Term","1,370.00","1,370.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 20-year Term  (WA)","1,370.00","1,370.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 20  (250K+)","1,370.00","1,370.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20","1,375.00","1,375.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20       (CA, IN, OR, PA)","1,375.00","1,375.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 20","1,375.00","1,375.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 20  (xtended conversion)","1,385.00","1,385.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-20 - 20 Year Level Term","1,390.00","1,390.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 20 Year Term","1,395.00","1,395.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 20 Year Term","1,395.00","1,395.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 20-Year","1,404.00","1,404.00","Pf"
"Principal Life Insurance Company        ","A+","20-Year Term (2014)","1,410.00","1,410.00","Pf"
"Principal National Life Insurance Co    ","A+","20-Year Term (2014)","1,410.00","1,410.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","1,435.00","1,435.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 20 Year","1,435.00","1,435.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 20 Year","1,435.00","1,435.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 20","1,445.00","1,445.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 20 - 20-Year Term","1,450.00","1,450.00","Pf"
"Western-Southern Life Assurance Company ","A+","20-Year Guaranteed Level Term","1,465.00","1,465.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite - 20 Year  (w/ext conv.)","1,474.00","1,474.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","1,480.00","1,480.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","1,480.00","1,480.00","Rg"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","1,485.00","1,485.00","Rg"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 20  (151X)","1,495.00","1,495.00","Rg"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 20 Year","1,495.00","1,495.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (2005)","1,500.00","1,500.00","Pf"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","1,505.00","1,505.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","1,505.00","1,505.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","1,510.00","1,510.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","1,520.00","1,520.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","1,520.00","1,520.00","Rg"
