"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Genworth Life Insurance Company         ","A","Colony Term 10","601.00","601.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","601.00","601.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","601.00","601.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","601.00","601.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","602.00","602.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","606.00","606.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","606.00","606.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","606.00","606.00","Pf"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","610.00","610.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","617.00","617.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","617.00","617.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","617.00","617.00","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","617.12","617.12","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","618.00","618.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","634.80","634.80","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","657.00","657.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","658.00","658.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","664.00","664.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","666.00","666.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","673.00","673.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","674.50","674.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","674.50","674.50","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","675.00","675.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","675.00","675.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","680.00","680.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","682.00","682.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","682.00","682.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","682.00","682.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","682.00","682.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","692.00","692.00","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","702.00","702.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","704.00","704.00","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","705.00","705.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","711.00","711.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","716.00","716.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","717.00","717.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","739.20","739.20","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","764.00","764.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","778.00","778.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","785.00","785.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","785.00","785.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","785.00","785.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","785.00","785.00","Rg"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","786.00","786.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","798.00","798.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","807.00","807.00","Rg"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","859.82","859.82","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","864.00","864.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10 (Choice/Std)","865.00","865.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","912.00","912.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","917.00","917.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","917.00","917.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","917.00","917.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","917.00","917.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10  (Std Exp)","1,081.00","1,081.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter LB 10  (Std Express)","1,143.00","1,143.00","Rg"
"Farmers New World Life Insurance Company","A","Simple Term - 10 Year","1,476.00","1,476.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","579.00","579.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","579.00","579.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","597.00","597.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","615.00","615.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","620.00","620.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year","623.00","623.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year  (OR)","623.00","623.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","625.00","625.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","627.00","627.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","627.00","627.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","627.00","627.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","645.00","645.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","645.00","645.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","645.00","645.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","645.00","645.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20","645.00","645.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","645.00","645.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","645.00","645.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","645.00","645.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","655.00","655.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 20","655.00","655.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","659.00","659.00","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","660.21","660.21","Pf"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","662.00","662.00","Pf"
"EMC National Life Company               ","A-","Term Select - 20 Year","662.00","662.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","662.00","662.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","675.00","675.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","681.00","681.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","681.00","681.00","Pf"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","685.56","685.56","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","709.00","709.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","709.00","709.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","710.00","710.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","710.00","710.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-20 - 20 Year Level Term","730.00","730.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 20 Year Term","734.00","734.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 20 Year Term","734.00","734.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","735.00","735.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 20 - 20-Year Term","737.00","737.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","748.80","748.80","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","755.00","755.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","755.00","755.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20","756.00","756.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20       (CA, IN, OR, PA)","756.00","756.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 20","756.00","756.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","765.00","765.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","768.00","768.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","768.00","768.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","768.00","768.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","779.00","779.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 20","779.00","779.00","Pf"
"Western-Southern Life Assurance Company ","A+","eTerm 20 - Guaranteed Level Term","784.00","784.00","Pf"
"Western-Southern Life Assurance Company ","A+","20-Year Guaranteed Level Term","797.00","797.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year","802.00","802.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 20-Year","802.00","802.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year  (NY)","802.00","802.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","813.00","813.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 20 Year","814.00","814.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","819.57","819.57","Rg"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","819.57","819.57","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","822.00","822.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year","834.00","834.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year  (OR)","834.00","834.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 20 Year Level","836.00","836.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","847.00","847.00","Rg"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","850.00","850.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","850.00","850.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 20-Year","853.00","853.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 20 Year Term","864.00","864.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 20 Year Term","864.00","864.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","866.00","866.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","867.00","867.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","867.00","867.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","867.00","867.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 20","874.00","874.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","880.00","880.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","880.00","880.00","Rg"
"EMC National Life Company               ","A-","Term Select - 20 Year","882.00","882.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","886.50","886.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","886.50","886.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY)","889.00","889.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY/WA)","889.00","889.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 20  (NY/<250K PruXpress ONLY)","889.00","889.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","896.00","896.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","896.00","896.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","896.00","896.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","896.00","896.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20","896.00","896.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","896.00","896.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","896.00","896.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","896.00","896.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (2005)","901.00","901.00","Pf"
"Midland National Life Insurance Company ","A+","Executive CS3 - 20 Year Term","903.00","903.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","906.00","906.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","906.00","906.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","906.00","906.00","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 20  (Simplified Issue)","910.70","910.70","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","911.00","911.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 20","911.00","911.00","Rg"
"AAA Life Insurance Company              ","A-","20 Year Level Term","918.70","918.70","Rg"
"Western-Southern Life Assurance Company ","A+","eTerm 20 - Guaranteed Level Term","927.00","927.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 20 - 20 Year Level Term","951.00","951.00","Rg"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","958.16","958.16","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 20 Year","959.00","959.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 20 Year","959.00","959.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 20 Year","961.00","961.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 20 Year Level","971.00","971.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","977.00","977.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 20","980.00","980.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20","982.00","982.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20       (CA, IN, OR, PA)","982.00","982.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 20","982.00","982.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","983.00","983.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","983.00","983.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","983.00","983.00","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 20-Year","984.27","984.27","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite - 20 Year  (w/ext conv.)","984.65","984.65","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 20 - 20-Year Term","986.00","986.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","990.50","990.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","990.50","990.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year","993.00","993.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 20-Year","993.00","993.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year  (NY)","993.00","993.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","1,009.00","1,009.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","1,012.00","1,012.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 20-Year","1,052.00","1,052.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","1,055.00","1,055.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","1,057.20","1,057.20","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 20","1,062.00","1,062.00","Rg"
"","","","1,062.00","1,062.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","1,090.00","1,090.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","1,090.00","1,090.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 20 (Choice/Std)","1,091.00","1,091.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-20 - 20 Year Level Term","1,099.00","1,099.00","Rg"
"Americo Financial Life and Annuity Ins. ","A-","Home Mortgage Series 100 - 20/20 year","1,103.00","1,103.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (2005)","1,116.00","1,116.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 20","1,142.00","1,142.00","Rg"
