"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,092.50","1,092.50","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,092.50","1,092.50","R+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,092.50","1,092.50","P+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,104.00","1,104.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,107.50","1,107.50","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,110.00","1,110.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,110.00","1,110.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,115.00","1,115.00","R+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,115.00","1,115.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,115.00","1,115.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,117.50","1,117.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,117.50","1,117.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,120.00","1,120.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,125.00","1,125.00","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,125.00","1,125.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,127.50","1,127.50","R+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,127.50","1,127.50","R+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,130.00","1,130.00","R+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,135.00","1,135.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,137.50","1,137.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,140.00","1,140.00","R+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,142.50","1,142.50","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,145.00","1,145.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,147.50","1,147.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,147.50","1,147.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,149.20","1,149.20","R+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,155.00","1,155.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,155.00","1,155.00","R+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,155.00","1,155.00","P+"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,157.50","1,157.50","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,160.00","1,160.00","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","1,160.00","1,160.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,162.50","1,162.50","R+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,171.56","1,171.56","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,187.50","1,187.50","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,187.50","1,187.50","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,187.50","1,187.50","R+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,187.50","1,187.50","R+"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,193.50","1,193.50","R+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,197.50","1,197.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,197.50","1,197.50","R+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,197.50","1,197.50","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","1,197.50","1,197.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,205.00","1,205.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,212.50","1,212.50","R+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,217.50","1,217.50","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,217.50","1,217.50","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,232.50","1,232.50","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,232.50","1,232.50","R+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,240.00","1,240.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,240.00","1,240.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,242.00","1,242.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,250.00","1,250.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,250.00","1,250.00","Pf"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","1,255.00","1,255.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,257.50","1,257.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,257.50","1,257.50","R+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,260.00","1,260.00","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,260.00","1,260.00","R+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,271.50","1,271.50","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,271.50","1,271.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,272.50","1,272.50","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,272.50","1,272.50","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,272.50","1,272.50","R+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,277.50","1,277.50","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,277.50","1,277.50","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,282.50","1,282.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","1,287.50","1,287.50","R+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,297.50","1,297.50","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,297.50","1,297.50","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,300.00","1,300.00","R+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,302.50","1,302.50","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,305.00","1,305.00","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,311.00","1,311.00","R+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,317.50","1,317.50","R+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,322.50","1,322.50","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,327.50","1,327.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,327.50","1,327.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,335.00","1,335.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,335.00","1,335.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,335.00","1,335.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,335.00","1,335.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,335.00","1,335.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,335.00","1,335.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,335.00","1,335.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,335.00","1,335.00","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,340.00","1,340.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,340.00","1,340.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,344.20","1,344.20","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,347.50","1,347.50","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","1,357.50","1,357.50","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,357.50","1,357.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,362.50","1,362.50","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,362.50","1,362.50","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,362.50","1,362.50","R+"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","1,370.00","1,370.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,375.00","1,375.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,375.00","1,375.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,375.00","1,375.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,377.50","1,377.50","R+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,382.50","1,382.50","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,390.00","1,390.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,392.50","1,392.50","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,392.50","1,392.50","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,410.00","1,410.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,410.00","1,410.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,417.50","1,417.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,420.00","1,420.00","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,420.00","1,420.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,420.00","1,420.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,420.00","1,420.00","Rg"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","1,435.00","1,435.00","Pf"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","1,435.00","1,435.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,435.00","1,435.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","1,442.50","1,442.50","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,445.00","1,445.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,447.50","1,447.50","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,450.00","1,450.00","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,455.00","1,455.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","1,457.50","1,457.50","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,465.00","1,465.00","R+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,465.00","1,465.00","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,475.00","1,475.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,485.00","1,485.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,490.00","1,490.00","Rg"
