"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"EMC National Life Company               ","A-","Term Select - 10 Year","206.00","206.00","R+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","207.00","207.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","207.50","207.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","207.50","207.50","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","209.00","209.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","209.96","209.96","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","211.00","211.00","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","211.00","211.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","212.00","212.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","212.00","212.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","212.00","212.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","212.00","212.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","212.00","212.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","212.00","212.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","212.00","212.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","212.00","212.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","213.00","213.00","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","214.00","214.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","216.00","216.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","216.00","216.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","216.00","216.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","217.00","217.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","217.54","217.54","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","217.54","217.54","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","218.00","218.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","218.00","218.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","218.00","218.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","218.00","218.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","219.00","219.00","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","220.80","220.80","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","223.00","223.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","223.00","223.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","223.00","223.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","224.00","224.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","224.00","224.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","224.00","224.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","225.00","225.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","225.00","225.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","225.00","225.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","225.00","225.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","226.00","226.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","226.00","226.00","R+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","226.00","226.00","R+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","227.00","227.00","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","229.40","229.40","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","230.00","230.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","230.00","230.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","231.00","231.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","231.00","231.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","231.00","231.00","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","231.00","231.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","233.00","233.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","233.00","233.00","R+"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","233.26","233.26","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","234.00","234.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","238.80","238.80","R+"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","239.00","239.00","Pf"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","239.00","239.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","239.00","239.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","240.00","240.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","240.00","240.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","243.00","243.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","244.00","244.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","244.00","244.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","244.00","244.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","245.00","245.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","246.00","246.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","250.00","250.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","250.00","250.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","251.00","251.00","R+"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","252.00","252.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","254.00","254.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","254.00","254.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","254.00","254.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","254.00","254.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","254.00","254.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","254.50","254.50","R+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","254.50","254.50","R+"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","255.00","255.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","258.00","258.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","258.00","258.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","259.00","259.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","259.00","259.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","259.00","259.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","259.00","259.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","259.00","259.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","259.00","259.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","259.00","259.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","260.00","260.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","260.00","260.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","261.50","261.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","261.50","261.50","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","262.00","262.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","262.00","262.00","R+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","266.00","266.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","271.00","271.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","272.00","272.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","278.00","278.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","278.00","278.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","278.00","278.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","280.00","280.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","282.00","282.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","282.00","282.00","P+"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","288.00","288.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","292.00","292.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","292.00","292.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","292.00","292.00","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","292.00","292.00","R+"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","293.00","293.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","293.00","293.00","Rg"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","293.92","293.92","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","294.00","294.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","294.00","294.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","294.00","294.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","294.00","294.00","Pf"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","296.00","296.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","296.00","296.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","300.00","300.00","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","310.80","310.80","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","314.00","314.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","319.00","319.00","Pf"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10 (Choice/Std)","321.00","321.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","322.00","322.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","324.00","324.00","R+"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","325.00","325.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","325.00","325.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","328.00","328.00","Pf"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","337.00","337.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","339.00","339.00","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","339.00","339.00","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","339.00","339.00","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","339.00","339.00","R+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","357.00","357.00","Rg"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","358.56","358.56","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","378.00","378.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","378.00","378.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","378.00","378.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","378.00","378.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","379.00","379.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","383.00","383.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10 (Choice/Std)","400.00","400.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","408.00","408.00","P+"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","412.00","412.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","419.00","419.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","429.00","429.00","P+"
"Farmers New World Life Insurance Company","A","Simple Term - 10 Year","440.00","440.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","440.00","440.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","440.00","440.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","440.00","440.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","440.00","440.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","451.00","451.00","Pf"
"","","","507.00","507.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10  (Std Exp)","536.00","536.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter LB 10  (Std Express)","565.00","565.00","Rg"
"Farmers New World Life Insurance Company","A","Simple Term - 10 Year","698.00","698.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","185.00","185.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","189.00","189.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","193.00","193.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","193.00","193.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","193.00","193.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","193.00","193.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 20","193.00","193.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","193.00","193.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","193.00","193.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","193.00","193.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","194.00","194.00","P+"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","194.00","194.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","194.00","194.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","198.00","198.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","206.52","206.52","P+"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","206.52","206.52","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","207.00","207.00","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","208.13","208.13","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","212.00","212.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","213.00","213.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","214.00","214.00","Pf"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","214.00","214.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","214.00","214.00","Pf"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","214.60","214.60","P+"
