"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,815.00","1,815.00","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,819.00","1,819.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,819.00","1,819.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,820.00","1,820.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,825.00","1,825.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,825.00","1,825.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,825.00","1,825.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,825.00","1,825.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,825.00","1,825.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,825.00","1,825.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,825.00","1,825.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,825.00","1,825.00","P+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,830.00","1,830.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,835.00","1,835.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","1,840.00","1,840.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,845.00","1,845.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,845.00","1,845.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,845.00","1,845.00","P+"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,850.00","1,850.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,860.00","1,860.00","P+"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","1,865.00","1,865.00","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,865.00","1,865.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,865.00","1,865.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,865.00","1,865.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,865.00","1,865.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,875.00","1,875.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,880.00","1,880.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,885.00","1,885.00","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,887.00","1,887.00","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,890.00","1,890.00","P+"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","1,900.00","1,900.00","P+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","1,900.00","1,900.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,905.00","1,905.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,905.00","1,905.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,905.00","1,905.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,910.00","1,910.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,910.00","1,910.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,910.00","1,910.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,920.00","1,920.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,920.00","1,920.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,930.00","1,930.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,932.73","1,932.73","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","1,932.73","1,932.73","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,935.00","1,935.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,935.00","1,935.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,950.00","1,950.00","P+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,950.00","1,950.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,955.00","1,955.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,955.00","1,955.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,960.00","1,960.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","1,960.00","1,960.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,970.00","1,970.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,970.00","1,970.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,970.00","1,970.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,970.00","1,970.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,970.00","1,970.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,970.00","1,970.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,970.00","1,970.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,970.00","1,970.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,970.00","1,970.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,970.00","1,970.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","1,975.00","1,975.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","1,975.00","1,975.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,980.00","1,980.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,990.00","1,990.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,990.00","1,990.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,990.00","1,990.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","2,005.00","2,005.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","2,005.00","2,005.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","2,015.00","2,015.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","2,015.00","2,015.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","2,020.00","2,020.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","2,030.00","2,030.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","2,030.00","2,030.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","2,030.00","2,030.00","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","2,035.00","2,035.00","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","2,041.80","2,041.80","R+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","2,055.00","2,055.00","R+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","2,055.00","2,055.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","2,065.00","2,065.00","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","2,070.00","2,070.00","R+"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","2,075.00","2,075.00","Pf"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","2,075.00","2,075.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","2,076.00","2,076.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","2,090.00","2,090.00","R+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","2,090.00","2,090.00","R+"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","2,100.00","2,100.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","2,105.00","2,105.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","2,110.00","2,110.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","2,115.00","2,115.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","2,115.00","2,115.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","2,115.00","2,115.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","2,115.00","2,115.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10","2,115.00","2,115.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","2,115.00","2,115.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","2,115.00","2,115.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","2,115.00","2,115.00","R+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","2,115.00","2,115.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","2,125.00","2,125.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","2,125.00","2,125.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","2,130.00","2,130.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","2,135.00","2,135.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","2,145.00","2,145.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","2,155.00","2,155.00","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","2,155.00","2,155.00","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","2,160.00","2,160.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","2,160.00","2,160.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","2,162.50","2,162.50","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","2,162.50","2,162.50","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","2,165.00","2,165.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","2,165.00","2,165.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","2,170.00","2,170.00","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","2,189.20","2,189.20","R+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","2,198.00","2,198.00","R+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","2,202.50","2,202.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","2,202.50","2,202.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","2,205.00","2,205.00","Pf"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","2,215.00","2,215.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","2,215.00","2,215.00","R+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","2,218.76","2,218.76","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","2,220.00","2,220.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","2,230.00","2,230.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","2,230.00","2,230.00","R+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","2,230.00","2,230.00","R+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","2,240.00","2,240.00","R+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","2,240.00","2,240.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","2,250.00","2,250.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","2,306.00","2,306.00","R+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","2,330.00","2,330.00","R+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","2,334.00","2,334.00","R+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","2,335.00","2,335.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","2,335.00","2,335.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","2,345.00","2,345.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","2,345.00","2,345.00","R+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","2,357.00","2,357.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","2,360.00","2,360.00","R+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","2,365.00","2,365.00","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","2,365.00","2,365.00","R+"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","2,375.00","2,375.00","P+"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","2,380.00","2,380.00","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","2,390.00","2,390.00","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","2,390.00","2,390.00","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","2,390.00","2,390.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","2,390.00","2,390.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","2,390.00","2,390.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","2,405.00","2,405.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","2,405.00","2,405.00","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","2,415.00","2,415.00","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","2,415.00","2,415.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","2,425.00","2,425.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","2,425.00","2,425.00","Pf"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","2,435.00","2,435.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","2,460.00","2,460.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","2,460.00","2,460.00","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","2,460.00","2,460.00","R+"
"EMC National Life Company               ","A-","Term Select - 10 Year","2,465.00","2,465.00","R+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","2,470.00","2,470.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","2,470.00","2,470.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","2,474.00","2,474.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","2,474.00","2,474.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","2,490.00","2,490.00","R+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","2,500.00","2,500.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","2,505.00","2,505.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","2,515.00","2,515.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","2,520.00","2,520.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","2,525.00","2,525.00","R+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","2,525.00","2,525.00","R+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","2,540.00","2,540.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","2,543.00","2,543.00","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","2,545.00","2,545.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","2,560.00","2,560.00","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","2,570.00","2,570.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","2,570.00","2,570.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","2,585.00","2,585.00","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","2,585.00","2,585.00","R+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","2,585.00","2,585.00","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","2,585.70","2,585.70","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","2,590.00","2,590.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","2,590.00","2,590.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","2,590.00","2,590.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","2,590.00","2,590.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","2,590.00","2,590.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","2,590.00","2,590.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","2,590.00","2,590.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","2,590.00","2,590.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","2,590.00","2,590.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","2,590.00","2,590.00","Rg"
