"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"North American Co for Life and Health   ","A+","ADDvantage 10","385.00","385.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","385.00","385.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","385.00","385.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","387.50","387.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","387.50","387.50","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","387.50","387.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","397.50","397.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","397.50","397.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","397.50","397.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","397.50","397.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","397.50","397.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","397.50","397.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","397.50","397.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","397.50","397.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","397.50","397.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","397.50","397.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","403.04","403.04","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","403.04","403.04","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","409.00","409.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","409.00","409.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","410.00","410.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","410.00","410.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","412.50","412.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","412.50","412.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","412.50","412.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","412.50","412.50","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","414.50","414.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","417.50","417.50","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","420.00","420.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","422.50","422.50","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","428.40","428.40","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","429.37","429.37","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","430.00","430.00","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","430.00","430.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","430.00","430.00","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","432.50","432.50","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","437.50","437.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","440.00","440.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","442.50","442.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","442.50","442.50","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","445.00","445.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","447.50","447.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","451.80","451.80","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","452.50","452.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","452.50","452.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","452.50","452.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","452.50","452.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","452.50","452.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","452.50","452.50","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","457.50","457.50","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","457.50","457.50","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","457.50","457.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","457.50","457.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","457.50","457.50","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","461.00","461.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","462.50","462.50","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","462.50","462.50","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","465.00","465.00","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","465.00","465.00","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","467.50","467.50","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","467.50","467.50","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","467.50","467.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","467.50","467.50","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","472.50","472.50","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","472.50","472.50","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","472.50","472.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","472.50","472.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","475.00","475.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","475.00","475.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","475.00","475.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","475.00","475.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","475.00","475.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","475.00","475.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","475.00","475.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","475.00","475.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","476.00","476.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","480.00","480.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","480.00","480.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","480.00","480.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","480.00","480.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","480.00","480.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","482.50","482.50","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","482.50","482.50","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","484.00","484.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","484.00","484.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","485.00","485.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","485.00","485.00","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","495.00","495.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","495.00","495.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","497.00","497.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","497.50","497.50","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","497.50","497.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","507.50","507.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","507.50","507.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","510.00","510.00","Rg"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","510.00","510.00","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","510.00","510.00","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","510.00","510.00","Rg"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","522.50","522.50","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","522.50","522.50","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","522.50","522.50","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","525.00","525.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","528.00","528.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","530.00","530.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","530.00","530.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","530.00","530.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","530.00","530.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","530.00","530.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","530.00","530.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","532.50","532.50","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","537.50","537.50","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","537.50","537.50","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","540.00","540.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","542.50","542.50","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","547.50","547.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","547.50","547.50","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","547.50","547.50","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","550.00","550.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","550.00","550.00","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","551.60","551.60","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","552.50","552.50","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","552.50","552.50","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","557.50","557.50","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","560.00","560.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","562.50","562.50","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","562.50","562.50","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","562.50","562.50","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","566.00","566.00","Rg"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","567.50","567.50","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","570.00","570.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","571.80","571.80","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","572.50","572.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","582.50","582.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","582.50","582.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","582.50","582.50","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","582.50","582.50","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","583.20","583.20","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","587.50","587.50","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","587.50","587.50","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","590.00","590.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","590.00","590.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","592.50","592.50","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","595.00","595.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","602.50","602.50","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","617.50","617.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","627.50","627.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","627.50","627.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","655.00","655.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","660.00","660.00","Rg"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","667.73","667.73","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","707.50","707.50","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","715.00","715.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","477.50","477.50","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","500.00","500.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","502.50","502.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","506.50","506.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","506.50","506.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","515.00","515.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","520.00","520.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","520.00","520.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","520.00","520.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","527.50","527.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","527.50","527.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","527.50","527.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","527.50","527.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20","527.50","527.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","527.50","527.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","527.50","527.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","527.50","527.50","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","529.91","529.91","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","532.50","532.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","535.00","535.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 20","535.00","535.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","542.50","542.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","542.50","542.50","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","544.00","544.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","544.00","544.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","547.50","547.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","547.50","547.50","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","547.50","547.50","Pf"
"EMC National Life Company               ","A-","Term Select - 20 Year","557.50","557.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 20","557.50","557.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year","560.00","560.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year  (OR)","560.00","560.00","Pf"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","560.00","560.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 20 Year","568.50","568.50","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 20-Year","572.00","572.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-20 - 20 Year Level Term","572.50","572.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 20-Year","575.00","575.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","582.50","582.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","582.50","582.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","582.50","582.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year","582.50","582.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year  (NY)","582.50","582.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","589.80","589.80","Pf"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","597.50","597.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","597.50","597.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 20 Year","600.00","600.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 20 Year","600.00","600.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 20 Year Term II  (VI)","605.00","605.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","607.50","607.50","Rg"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","609.19","609.19","Rg"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","609.19","609.19","Rg"
"Principal Life Insurance Company        ","A+","20-Year Term (2014)","610.00","610.00","Pf"
"Principal National Life Insurance Co    ","A+","20-Year Term (2014)","610.00","610.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","611.00","611.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","611.00","611.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 20","612.50","612.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite - 20 Year  (w/ext conv.)","616.12","616.12","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 20 Year Term","617.50","617.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 20 Year Term","617.50","617.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","625.00","625.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 20 - 20-Year Term","630.00","630.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","632.50","632.50","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 20 Year","635.00","635.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","635.00","635.00","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","635.00","635.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY)","637.50","637.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY/WA)","637.50","637.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 20  (NY/<250K PruXpress ONLY)","637.50","637.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","642.50","642.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","642.50","642.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","642.50","642.50","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","645.00","645.00","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 20 Year","647.50","647.50","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 20 Year","647.50","647.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 20-Year","647.50","647.50","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 20 Year Term","652.50","652.50","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","654.92","654.92","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20","657.50","657.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20       (CA, IN, OR, PA)","657.50","657.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 20","657.50","657.50","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","657.50","657.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 20","660.00","660.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","661.50","661.50","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","661.50","661.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","662.50","662.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","662.50","662.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","662.50","662.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","662.50","662.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20","662.50","662.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","662.50","662.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","662.50","662.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","662.50","662.50","Rg"
"Western-Southern Life Assurance Company ","A+","20-Year Guaranteed Level Term","672.50","672.50","Pf"
"Western-Southern Life Assurance Company ","A+","eTerm 20 - Guaranteed Level Term","677.50","677.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","680.00","680.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 20","680.00","680.00","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 20  (Simplified Issue)","683.00","683.00","Pf"
"EMC National Life Company               ","A-","Term Select - 20 Year","685.00","685.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term","685.00","685.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","685.00","685.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 20  (250K+)","685.00","685.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 20 Year Level","687.50","687.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year","690.00","690.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year  (NY)","690.00","690.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 20 Year","691.00","691.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 20 Year Term","692.50","692.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","695.00","695.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","695.00","695.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","695.00","695.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (2005)","695.00","695.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","710.00","710.00","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","710.00","710.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","712.50","712.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","712.50","712.50","Rg"
