"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","3,745.00","3,745.00","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","3,745.00","3,745.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","3,750.00","3,750.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","3,750.00","3,750.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","3,750.00","3,750.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","3,750.00","3,750.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","3,805.00","3,805.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","3,815.00","3,815.00","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","3,819.15","3,819.15","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","3,845.00","3,845.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","3,867.50","3,867.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","3,867.50","3,867.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","3,880.00","3,880.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","3,895.00","3,895.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","3,915.00","3,915.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","3,915.00","3,915.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","3,930.00","3,930.00","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","3,959.73","3,959.73","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","3,980.00","3,980.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","3,980.00","3,980.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","3,998.00","3,998.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","4,014.00","4,014.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","4,014.00","4,014.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","4,015.00","4,015.00","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","4,020.00","4,020.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","4,022.20","4,022.20","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","4,050.00","4,050.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","4,050.00","4,050.00","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","4,055.00","4,055.00","Pf"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","4,055.00","4,055.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","4,060.00","4,060.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","4,060.00","4,060.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","4,060.00","4,060.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","4,060.00","4,060.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","4,060.00","4,060.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","4,065.00","4,065.00","Rg"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","4,070.00","4,070.00","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","4,070.00","4,070.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","4,135.00","4,135.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","4,135.00","4,135.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","4,135.00","4,135.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","4,146.00","4,146.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","4,180.00","4,180.00","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","4,200.00","4,200.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","4,210.00","4,210.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","4,240.00","4,240.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","4,250.00","4,250.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","4,250.00","4,250.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","4,260.00","4,260.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","4,260.00","4,260.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","4,290.00","4,290.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","4,290.00","4,290.00","Pf"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","4,300.00","4,300.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","4,300.00","4,300.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","4,300.00","4,300.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","4,300.00","4,300.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","4,335.00","4,335.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","4,340.00","4,340.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","4,340.00","4,340.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","4,360.00","4,360.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","4,360.00","4,360.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","4,370.00","4,370.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","4,425.00","4,425.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","4,425.00","4,425.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","4,425.00","4,425.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","4,425.00","4,425.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","4,425.00","4,425.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","4,425.00","4,425.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","4,425.00","4,425.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","4,425.00","4,425.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","4,449.00","4,449.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","4,465.00","4,465.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","4,465.00","4,465.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","4,497.00","4,497.00","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","4,504.15","4,504.15","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","4,510.00","4,510.00","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","4,530.00","4,530.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","4,560.00","4,560.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","4,560.00","4,560.00","Pf"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","4,585.00","4,585.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","4,605.00","4,605.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","4,605.00","4,605.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","4,620.00","4,620.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","4,645.00","4,645.00","Rg"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","4,675.00","4,675.00","Rg"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","4,700.00","4,700.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","4,700.00","4,700.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","4,714.00","4,714.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","4,714.00","4,714.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","4,715.00","4,715.00","Pf"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","4,745.00","4,745.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","4,780.00","4,780.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","4,785.00","4,785.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","4,797.50","4,797.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","4,797.50","4,797.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","4,805.00","4,805.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","4,805.00","4,805.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","4,830.00","4,830.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","4,875.00","4,875.00","Pf"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","4,905.00","4,905.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","4,955.00","4,955.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","4,955.00","4,955.00","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","5,010.00","5,010.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","5,035.00","5,035.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","5,070.00","5,070.00","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","5,075.00","5,075.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","5,075.00","5,075.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","5,155.00","5,155.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","5,155.00","5,155.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","5,155.00","5,155.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","5,155.00","5,155.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","5,200.00","5,200.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","5,211.00","5,211.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","5,220.00","5,220.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","5,220.00","5,220.00","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","5,305.00","5,305.00","Rg"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","5,305.00","5,305.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","5,419.70","5,419.70","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","5,515.00","5,515.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","5,560.00","5,560.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","5,605.00","5,605.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","5,605.00","5,605.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","5,605.00","5,605.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","5,605.00","5,605.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","5,720.00","5,720.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","6,100.00","6,100.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","6,195.00","6,195.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","6,445.00","6,445.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","6,610.00","6,610.00","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","6,695.00","6,695.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 20-year Term","4,185.00","4,185.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 20-year Term  (WA)","4,185.00","4,185.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (issue ages 51+)","4,544.00","4,544.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","4,544.00","4,544.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 20 Year","4,620.00","4,620.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 20 Year","4,620.00","4,620.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","4,640.00","4,640.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","4,765.00","4,765.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 20-year Term","4,810.00","4,810.00","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 20-year Term  (WA)","4,810.00","4,810.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","4,820.00","4,820.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","4,825.00","4,825.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","5,025.00","5,025.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20","5,040.00","5,040.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20       (CA, IN, OR, PA)","5,040.00","5,040.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 20","5,040.00","5,040.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","5,125.00","5,125.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","5,125.00","5,125.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","5,125.00","5,125.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","5,164.98","5,164.98","Rg"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","5,164.98","5,164.98","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","5,175.00","5,175.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","5,175.00","5,175.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","5,175.00","5,175.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 20 Year","5,180.00","5,180.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 20 Year","5,180.00","5,180.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 20-Year","5,215.00","5,215.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 20 Year Term II  (VI)","5,235.00","5,235.00","Pf"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","5,236.00","5,236.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","5,245.00","5,245.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","5,245.00","5,245.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","5,260.00","5,260.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 20-Year","5,262.00","5,262.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite - 20 Year  (w/ext conv.)","5,305.85","5,305.85","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 20-Year","5,338.20","5,338.20","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","5,364.00","5,364.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","5,364.00","5,364.00","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","5,366.90","5,366.90","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","5,375.00","5,375.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","5,375.00","5,375.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","5,375.00","5,375.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","5,375.00","5,375.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20","5,375.00","5,375.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","5,375.00","5,375.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","5,375.00","5,375.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","5,375.00","5,375.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","5,380.70","5,380.70","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 20  (151X)","5,405.00","5,405.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 20 Year Term","5,435.00","5,435.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 20 Year Term","5,435.00","5,435.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year","5,470.00","5,470.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year  (OR)","5,470.00","5,470.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY)","5,565.00","5,565.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY/WA)","5,565.00","5,565.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 20  (NY/<250K PruXpress ONLY)","5,565.00","5,565.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 20 - 20-Year Term","5,575.00","5,575.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","5,580.00","5,580.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","5,580.00","5,580.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 20","5,580.00","5,580.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","5,587.50","5,587.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","5,587.50","5,587.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (issue ages 51+)","5,593.00","5,593.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","5,593.00","5,593.00","Rg"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (2005)","5,665.00","5,665.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","5,680.00","5,680.00","Rg"
"EMC National Life Company               ","A-","Term Select - 20 Year","5,685.00","5,685.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year","5,705.00","5,705.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year  (NY)","5,705.00","5,705.00","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 20 Year","5,718.00","5,718.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 20 Year Term","5,760.00","5,760.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 20","5,810.00","5,810.00","Rg"
"Principal Life Insurance Company        ","A+","20-Year Term (2014)","5,830.00","5,830.00","Pf"
"Principal National Life Insurance Co    ","A+","20-Year Term (2014)","5,830.00","5,830.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 20 Year","5,860.00","5,860.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","5,885.00","5,885.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-20 - 20 Year Level Term","5,975.00","5,975.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","6,070.00","6,070.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","6,070.00","6,070.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","6,070.00","6,070.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","6,110.00","6,110.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","6,110.00","6,110.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","6,135.00","6,135.00","Rg"
