"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","364.00","364.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","371.00","371.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","381.00","381.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","381.00","381.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","382.00","382.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","386.00","386.00","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","386.16","386.16","R+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","386.34","386.34","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","386.34","386.34","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","387.00","387.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","389.00","389.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","389.00","389.00","P+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","390.00","390.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","391.30","391.30","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","392.00","392.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","392.70","392.70","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","393.00","393.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","393.00","393.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","393.00","393.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","393.00","393.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","393.00","393.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","393.00","393.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","394.00","394.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","394.00","394.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","394.00","394.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","394.00","394.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","394.00","394.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","394.00","394.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","394.00","394.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","394.00","394.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","395.00","395.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","396.00","396.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","396.00","396.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","397.00","397.00","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","399.00","399.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","400.00","400.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","402.00","402.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","402.00","402.00","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","402.00","402.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","403.00","403.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","403.00","403.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","403.00","403.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","405.00","405.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","405.00","405.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","406.00","406.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","408.00","408.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","408.00","408.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","408.00","408.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","408.00","408.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","413.00","413.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","413.00","413.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","416.00","416.00","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","416.00","416.00","R+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","416.00","416.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","417.00","417.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","417.00","417.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","417.00","417.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","417.00","417.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","417.00","417.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","417.00","417.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","417.00","417.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","417.00","417.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","418.00","418.00","R+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","418.00","418.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","422.00","422.00","P+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","425.00","425.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","426.00","426.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","426.00","426.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","428.00","428.00","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","431.00","431.00","P+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","432.00","432.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","432.00","432.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","436.00","436.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","436.00","436.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","441.00","441.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","442.00","442.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","442.00","442.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","442.00","442.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","443.00","443.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","443.00","443.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","445.00","445.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","445.00","445.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","445.00","445.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","445.00","445.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","445.00","445.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","446.00","446.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","448.00","448.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","448.00","448.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","452.00","452.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","455.00","455.00","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","455.00","455.00","R+"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","456.00","456.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","457.00","457.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","458.00","458.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","458.00","458.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","458.00","458.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","458.00","458.00","P+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","458.00","458.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","458.15","458.15","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","460.00","460.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","460.00","460.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","461.00","461.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","465.00","465.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","465.00","465.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","467.00","467.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","467.00","467.00","R+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","470.00","470.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","470.00","470.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","471.00","471.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","473.00","473.00","R+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","473.00","473.00","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","473.00","473.00","R+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","478.00","478.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","478.00","478.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","481.00","481.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","481.00","481.00","Pf"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","482.00","482.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","482.00","482.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","482.00","482.00","R+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","482.00","482.00","R+"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","482.00","482.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","482.30","482.30","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","483.00","483.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","483.00","483.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","483.00","483.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","483.00","483.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10","483.00","483.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","483.00","483.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","483.00","483.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","483.00","483.00","R+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","483.00","483.00","R+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","483.00","483.00","R+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","485.00","485.00","Pf"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","490.00","490.00","Pf"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","490.00","490.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","490.00","490.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","491.00","491.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","491.00","491.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","492.00","492.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","494.00","494.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","494.00","494.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","494.00","494.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","495.00","495.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","497.00","497.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","497.50","497.50","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","497.50","497.50","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","498.00","498.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","500.00","500.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","500.00","500.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","500.00","500.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","500.00","500.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","500.00","500.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","500.00","500.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","500.00","500.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","500.00","500.00","Rg"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","500.04","500.04","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","501.00","501.00","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","501.00","501.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","501.00","501.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","501.00","501.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","501.00","501.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","505.00","505.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","506.50","506.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","506.50","506.50","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","512.00","512.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","515.00","515.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","515.00","515.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","515.00","515.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","515.00","515.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","524.00","524.00","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","527.67","527.67","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","534.00","534.00","R+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","535.00","535.00","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","537.00","537.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","538.00","538.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","538.00","538.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","538.00","538.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","538.00","538.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","540.00","540.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","541.00","541.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","546.00","546.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","548.60","548.60","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","550.00","550.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","551.00","551.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","556.00","556.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","556.00","556.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","556.00","556.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","556.00","556.00","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","556.00","556.00","R+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","570.00","570.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","571.00","571.00","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","572.00","572.00","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","574.00","574.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","574.00","574.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","574.00","574.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","580.00","580.00","R+"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","587.00","587.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","596.00","596.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","596.00","596.00","Rg"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","602.00","602.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","602.00","602.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","606.00","606.00","R+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","607.50","607.50","R+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","607.50","607.50","R+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","618.00","618.00","R+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","621.50","621.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","621.50","621.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","632.00","632.00","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","632.00","632.00","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","632.00","632.00","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","632.00","632.00","R+"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","642.73","642.73","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","651.00","651.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","665.00","665.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","672.00","672.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","674.00","674.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","678.00","678.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10 (Choice/Std)","679.00","679.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","682.00","682.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","682.00","682.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","682.00","682.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","682.00","682.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","687.00","687.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","695.00","695.00","Rg"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","717.00","717.00","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","717.00","717.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","724.00","724.00","Rg"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","731.00","731.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","781.00","781.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","781.00","781.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","781.00","781.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","781.00","781.00","Rg"
"Farmers New World Life Insurance Company","A","Simple Term - 10 Year","814.00","814.00","Pf"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10 (Choice/Std)","826.00","826.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","858.00","858.00","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","923.00","923.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","945.00","945.00","P+"
"","","","977.00","977.00","P+"
"","","","1,024.00","1,024.00","Pf"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter Express 10  (Std Exp)","1,120.00","1,120.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,132.00","1,132.00","Rg"
"Transamerica Life Insurance Company     ","A+","SI - Trendsetter LB 10  (Std Express)","1,174.00","1,174.00","Rg"
"Farmers New World Life Insurance Company","A","Simple Term - 10 Year","1,541.00","1,541.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","379.26","379.26","P+"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","379.26","379.26","P+"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","416.50","416.50","P+"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","435.50","435.50","P+"
"AAA Life Insurance Company              ","A-","20 Year Level Term","435.90","435.90","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","437.00","437.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","447.00","447.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 20","447.00","447.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","449.00","449.00","P+"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","461.72","461.72","Pf"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","464.79","464.79","Pf"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","464.79","464.79","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","465.00","465.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","472.00","472.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","480.00","480.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","491.00","491.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","491.00","491.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","491.00","491.00","P+"
