"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","920.00","920.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","920.00","920.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","925.00","925.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","927.50","927.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","927.50","927.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","930.00","930.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","936.00","936.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","944.00","944.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","944.00","944.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","957.50","957.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","957.50","957.50","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","965.00","965.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","965.00","965.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","967.50","967.50","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","970.00","970.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","980.00","980.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","980.00","980.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","980.00","980.00","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","992.50","992.50","Pf"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","1,010.00","1,010.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,010.00","1,010.00","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,010.00","1,010.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,012.50","1,012.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,012.50","1,012.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,012.50","1,012.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","1,012.50","1,012.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,012.50","1,012.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,022.50","1,022.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,022.50","1,022.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,027.50","1,027.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,032.51","1,032.51","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","1,032.51","1,032.51","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,037.50","1,037.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,045.80","1,045.80","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,047.50","1,047.50","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,050.00","1,050.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,055.00","1,055.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,062.50","1,062.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,062.50","1,062.50","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,075.00","1,075.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,075.00","1,075.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,077.50","1,077.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,080.00","1,080.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,081.00","1,081.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,090.00","1,090.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,099.10","1,099.10","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,102.50","1,102.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,102.50","1,102.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,102.50","1,102.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,102.50","1,102.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,122.50","1,122.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,122.50","1,122.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,125.00","1,125.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,147.50","1,147.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,157.50","1,157.50","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,164.50","1,164.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,170.50","1,170.50","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,192.50","1,192.50","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,195.00","1,195.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,195.00","1,195.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,202.93","1,202.93","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,205.00","1,205.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,205.00","1,205.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","1,205.00","1,205.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,207.50","1,207.50","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,212.50","1,212.50","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,217.50","1,217.50","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,217.50","1,217.50","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,217.50","1,217.50","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,217.50","1,217.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,225.00","1,225.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,225.00","1,225.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,225.00","1,225.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,225.00","1,225.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,225.00","1,225.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,225.00","1,225.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,225.00","1,225.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,225.00","1,225.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,237.50","1,237.50","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,260.00","1,260.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,260.00","1,260.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,262.50","1,262.50","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,270.00","1,270.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","1,275.00","1,275.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,275.00","1,275.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","1,277.50","1,277.50","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,287.50","1,287.50","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,290.00","1,290.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,292.50","1,292.50","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,295.00","1,295.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,295.00","1,295.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,295.00","1,295.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,302.50","1,302.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,302.50","1,302.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,302.50","1,302.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","1,302.50","1,302.50","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,302.50","1,302.50","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,305.00","1,305.00","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,305.00","1,305.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,309.00","1,309.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,309.00","1,309.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,322.50","1,322.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,322.50","1,322.50","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,335.00","1,335.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,336.00","1,336.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,347.50","1,347.50","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,347.50","1,347.50","Rg"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","1,355.00","1,355.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","1,355.00","1,355.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,355.00","1,355.00","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","1,360.00","1,360.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,382.50","1,382.50","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","1,390.00","1,390.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,392.50","1,392.50","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,395.00","1,395.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,395.00","1,395.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,395.00","1,395.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,395.00","1,395.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,397.50","1,397.50","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,402.50","1,402.50","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,406.50","1,406.50","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,417.50","1,417.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,422.50","1,422.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,422.50","1,422.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,422.50","1,422.50","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,422.50","1,422.50","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,425.00","1,425.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,430.00","1,430.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,430.00","1,430.00","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,432.50","1,432.50","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,447.50","1,447.50","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,452.50","1,452.50","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","1,460.60","1,460.60","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","1,477.50","1,477.50","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,507.50","1,507.50","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,519.50","1,519.50","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,525.00","1,525.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","1,537.50","1,537.50","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,545.00","1,545.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,546.80","1,546.80","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,592.50","1,592.50","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","1,600.00","1,600.00","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,605.00","1,605.00","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,605.00","1,605.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,662.50","1,662.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","1,667.50","1,667.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,670.00","1,670.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","1,707.50","1,707.50","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,712.50","1,712.50","Rg"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","1,740.00","1,740.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,764.00","1,764.00","Rg"
"Fidelity Life Association               ","A-","SI - Rapid Decision Term - 10 Year","1,994.05","1,994.05","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","2,055.00","2,055.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","1,177.50","1,177.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","1,177.50","1,177.50","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 20","1,391.50","1,391.50","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 20","1,391.50","1,391.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","1,392.50","1,392.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","1,395.00","1,395.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","1,405.00","1,405.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","1,405.00","1,405.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","1,405.00","1,405.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","1,405.00","1,405.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20","1,405.00","1,405.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","1,405.00","1,405.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","1,405.00","1,405.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","1,405.00","1,405.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","1,405.00","1,405.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term","1,427.50","1,427.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 20 - 20 Year Term  (OR)","1,427.50","1,427.50","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 20 - 20 Year Term  (NY)","1,427.50","1,427.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year","1,435.00","1,435.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 20 Year  (OR)","1,435.00","1,435.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","1,452.50","1,452.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","1,478.00","1,478.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","1,478.00","1,478.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","1,490.00","1,490.00","Pf"
"EMC National Life Company               ","A-","Term Select - 20 Year","1,490.00","1,490.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 20","1,505.00","1,505.00","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 20","1,505.00","1,505.00","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","1,505.06","1,505.06","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 20 Year Term","1,507.50","1,507.50","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 20","1,507.50","1,507.50","Pf"
"Centrian Life Insurance                 ","A+","T-20/20 - 20 Year Term","1,525.00","1,525.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-20/20 - 20 Year Term","1,525.00","1,525.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20","1,535.00","1,535.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 20  (MD)","1,535.00","1,535.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 20 Year Term","1,565.00","1,565.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 20 Year Term","1,565.00","1,565.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 20 Year","1,576.80","1,576.80","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress ONLY)","1,582.50","1,582.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 20 (<250K PruXpress / WA)","1,582.50","1,582.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 20 (NY/<250K PruXpr ONLY)","1,582.50","1,582.50","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","1,582.50","1,582.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 20","1,585.00","1,585.00","Pf"
"New York Life Insurance Company         ","A++","20 Year Level Term (20LCT)","1,595.00","1,595.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20  (NV, NJ, OR)","1,665.00","1,665.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","1,675.00","1,675.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","1,675.00","1,675.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 20 - 20-Year Term","1,677.50","1,677.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-20 - 20 Year Level Term","1,685.00","1,685.00","Pf"
"Principal Life Insurance Company        ","A+","20-Year Term (2014)","1,685.00","1,685.00","Pf"
"Principal National Life Insurance Co    ","A+","20-Year Term (2014)","1,685.00","1,685.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 20","1,705.00","1,705.00","Pf"
"Western-Southern Life Assurance Company ","A+","20-Year Guaranteed Level Term","1,715.00","1,715.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY)","1,717.50","1,717.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 20  (<250K PruXpress ONLY/WA)","1,717.50","1,717.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 20  (NY/<250K PruXpress ONLY)","1,717.50","1,717.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term","1,721.53","1,721.53","Rg"
"TIAA-CREF Life Insurance Company        ","A++","20-Year Level Term  (NY)","1,721.53","1,721.53","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 20 Year Term","1,742.50","1,742.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 20 Year Term II  (VI)","1,757.50","1,757.50","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 20","1,765.00","1,765.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 20 Year","1,767.50","1,767.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 20 Year","1,767.50","1,767.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20","1,770.00","1,770.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 20       (CA, IN, OR, PA)","1,770.00","1,770.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 20","1,770.00","1,770.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-20","1,770.00","1,770.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 20  (250K+)","1,775.00","1,775.00","Pf"
"Western-Southern Life Assurance Company ","A+","eTerm 20 - Guaranteed Level Term","1,780.00","1,780.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 20-Year","1,804.50","1,804.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite - 20 Year  (w/ext conv.)","1,814.22","1,814.22","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 20 Year","1,815.00","1,815.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","1,817.50","1,817.50","Rg"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 20 Year","1,817.50","1,817.50","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 20 Year","1,817.50","1,817.50","Rg"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","1,817.50","1,817.50","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 20","1,850.00","1,850.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 20 Year","1,865.00","1,865.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 20 Year","1,865.00","1,865.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 20 Year","1,868.50","1,868.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 20-Year","1,870.00","1,870.00","Pf"
"EMC National Life Company               ","A-","Term Select - 20 Year","1,892.50","1,892.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year","1,892.50","1,892.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 20-Year  (NY)","1,892.50","1,892.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 20 - 20 Year Term","1,902.50","1,902.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20","1,902.50","1,902.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MS, PA, TX & VT)","1,902.50","1,902.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (MD)","1,902.50","1,902.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 20  (OR)","1,902.50","1,902.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20","1,902.50","1,902.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MS, PA, TX & VT)","1,902.50","1,902.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (MD)","1,902.50","1,902.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 20  (OR)","1,902.50","1,902.50","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 20 Year","1,944.00","1,944.00","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 20  (Simplified Issue)","1,944.25","1,944.25","Pf"
