"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","671.45","671.45","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","672.50","672.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","687.50","687.50","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","687.50","687.50","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","687.50","687.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","692.50","692.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","692.50","692.50","P+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","695.00","695.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","695.00","695.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","695.00","695.00","P+"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","696.00","696.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","697.50","697.50","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","700.00","700.00","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","705.00","705.00","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","705.00","705.00","P+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","710.00","710.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","719.95","719.95","R+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","720.00","720.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","720.00","720.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","722.50","722.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","722.50","722.50","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","725.00","725.00","R+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","729.00","729.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","729.00","729.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","732.50","732.50","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","732.50","732.50","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","732.50","732.50","P+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","735.00","735.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","750.00","750.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","752.50","752.50","P+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","760.00","760.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","764.65","764.65","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","764.65","764.65","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","765.00","765.00","Pf"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","765.00","765.00","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","765.00","765.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","767.00","767.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","770.00","770.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","775.00","775.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","775.00","775.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","775.00","775.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","775.00","775.00","P+"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","777.98","777.98","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","782.50","782.50","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","782.50","782.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","782.50","782.50","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","785.00","785.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","785.00","785.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","790.00","790.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","790.00","790.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","792.50","792.50","P+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","797.50","797.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","797.50","797.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","797.50","797.50","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","797.50","797.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","807.50","807.50","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","812.50","812.50","P+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","812.50","812.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","812.50","812.50","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","812.50","812.50","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","812.50","812.50","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","815.00","815.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","815.00","815.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","817.50","817.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","817.50","817.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","817.50","817.50","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","821.50","821.50","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","821.50","821.50","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","822.50","822.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","822.50","822.50","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","825.00","825.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","827.50","827.50","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","830.00","830.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","830.00","830.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","830.00","830.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","830.00","830.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","830.00","830.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","830.00","830.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","830.00","830.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","830.00","830.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","837.50","837.50","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","837.50","837.50","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","839.50","839.50","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","840.00","840.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","841.93","841.93","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","845.00","845.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","850.00","850.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","850.85","850.85","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","852.50","852.50","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","855.00","855.00","P+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","855.00","855.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","855.00","855.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","860.00","860.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","862.50","862.50","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","862.50","862.50","R+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","862.50","862.50","R+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","865.00","865.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","867.50","867.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","867.50","867.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","867.50","867.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","867.50","867.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","870.00","870.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","870.00","870.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","870.00","870.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","875.00","875.00","R+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","875.00","875.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","875.00","875.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","877.50","877.50","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","877.50","877.50","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","880.00","880.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","880.00","880.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","880.00","880.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","887.50","887.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","887.50","887.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","889.20","889.20","R+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","890.00","890.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","892.50","892.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","895.00","895.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","895.00","895.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","895.00","895.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","895.00","895.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","895.00","895.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","895.00","895.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","895.00","895.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","895.00","895.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","895.00","895.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","895.00","895.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","897.00","897.00","R+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","897.50","897.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","897.50","897.50","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","898.50","898.50","R+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","902.50","902.50","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","902.50","902.50","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","902.50","902.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","908.00","908.00","P+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","915.00","915.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","917.50","917.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","927.50","927.50","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","927.50","927.50","R+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","930.00","930.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","940.00","940.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","940.00","940.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","940.00","940.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","945.00","945.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","945.00","945.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","945.00","945.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","950.00","950.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","950.00","950.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","957.50","957.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","960.00","960.00","R+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","960.00","960.00","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","960.00","960.00","R+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","965.00","965.00","P+"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","970.00","970.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","972.50","972.50","R+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","972.50","972.50","R+"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","972.50","972.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","980.00","980.00","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","980.00","980.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","985.00","985.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","985.00","985.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","985.00","985.00","R+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","985.00","985.00","R+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","987.50","987.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","987.50","987.50","R+"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","990.00","990.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","991.00","991.00","Pf"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","995.00","995.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","997.50","997.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","997.50","997.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","997.50","997.50","Pf"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","1,000.00","1,000.00","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,000.00","1,000.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","1,002.50","1,002.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,002.50","1,002.50","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,002.50","1,002.50","R+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,004.50","1,004.50","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,005.00","1,005.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,005.00","1,005.00","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,007.50","1,007.50","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,012.50","1,012.50","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,012.50","1,012.50","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,012.50","1,012.50","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,012.50","1,012.50","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,012.50","1,012.50","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,012.50","1,012.50","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,012.50","1,012.50","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,012.50","1,012.50","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,012.50","1,012.50","R+"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","1,015.00","1,015.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,017.50","1,017.50","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,017.50","1,017.50","R+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,022.50","1,022.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,022.50","1,022.50","R+"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,022.50","1,022.50","R+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,022.50","1,022.50","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,025.70","1,025.70","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,037.50","1,037.50","R+"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,040.00","1,040.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,040.00","1,040.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,046.50","1,046.50","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,046.50","1,046.50","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,047.50","1,047.50","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,047.50","1,047.50","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,050.00","1,050.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,050.00","1,050.00","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,055.00","1,055.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,055.00","1,055.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,055.00","1,055.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,060.00","1,060.00","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,060.00","1,060.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,062.50","1,062.50","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,065.00","1,065.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,065.00","1,065.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,065.00","1,065.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,065.00","1,065.00","R+"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,072.50","1,072.50","R+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,080.00","1,080.00","R+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,085.00","1,085.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,085.00","1,085.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,085.00","1,085.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,092.50","1,092.50","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,092.50","1,092.50","R+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,097.50","1,097.50","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","1,100.00","1,100.00","R+"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","1,105.00","1,105.00","Pf"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","1,105.00","1,105.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","1,105.00","1,105.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,105.00","1,105.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,107.50","1,107.50","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,107.50","1,107.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,107.50","1,107.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,107.50","1,107.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,107.50","1,107.50","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,107.50","1,107.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,107.50","1,107.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,107.50","1,107.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,107.50","1,107.50","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,107.50","1,107.50","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,110.00","1,110.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,117.00","1,117.00","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,117.50","1,117.50","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,117.50","1,117.50","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,122.50","1,122.50","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,130.00","1,130.00","R+"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,136.00","1,136.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,137.50","1,137.50","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,137.50","1,137.50","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,142.50","1,142.50","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","1,147.50","1,147.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,155.00","1,155.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,157.50","1,157.50","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,167.50","1,167.50","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,167.50","1,167.50","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,167.50","1,167.50","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,170.00","1,170.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,177.50","1,177.50","R+"
