          AAA Life Insurance Company              
          American General Life Insurance Company 
ATRG,Select-a-Term - 10 Year,3
ATRH,Select-a-Term - 10 Year  (Plus),3
ATRG,Select-a-Term - 15 Year,4
ATRH,Select-a-Term - 15 Year  (Plus),4
ATRG,Select-a-Term - 20 Year,5
ATRH,Select-a-Term - 20 Year  (Plus),5
ATRG,Select-a-Term - 25 Year,6
ATRH,Select-a-Term - 25 Year  (Plus),6
ATRG,Select-a-Term - 30 Year,7
ATRH,Select-a-Term - 30 Year  (Plus),7
ATRG,Select-a-Term - Level to 65,T
ATRH,Select-a-Term - Level to 65  (Plus),T
ATRG,Select-a-Term - Level to 70,U
ATRH,Select-a-Term - Level to 70  (Plus),U
ATRG,Select-a-Term - Level to 75,V
ATRH,Select-a-Term - Level to 75  (Plus),V
AURG,Secure Lifetime GUL - to age 90,C
AURH,Secure Lifetime GUL - to age 90  (Plus),C
AURG,Secure Lifetime GUL - to age 95,D
AURH,Secure Lifetime GUL - to age 95  (Plus),D
AURG,Secure Lifetime GUL - to age 100,E
AURH,Secure Lifetime GUL - to age 100  (Plus),E
AGBG,Select-a-Term - 16 Year,F
AGBH,Select-a-Term - 16 Year  (Plus),F
AGCG,Select-a-Term - 17 Year,F
AGCH,Select-a-Term - 17 Year  (Plus),F
AGDG,Select-a-Term - 18 Year,F
AGDH,Select-a-Term - 18 Year  (Plus),F
AGEG,Select-a-Term - 19 Year,F
AGEH,Select-a-Term - 19 Year  (Plus),F
AGFG,Select-a-Term - 21 Year,F
AGFH,Select-a-Term - 21 Year  (Plus),F
AGGG,Select-a-Term - 22 Year,F
AGGH,Select-a-Term - 22 Year  (Plus),F
AGHG,Select-a-Term - 23 Year,F
AGHH,Select-a-Term - 23 Year  (Plus),F
AGIG,Select-a-Term - 24 Year,F
AGIH,Select-a-Term - 24 Year  (Plus),F
AGJG,Select-a-Term - 26 Year,F
AGJH,Select-a-Term - 26 Year  (Plus),F
AGKG,Select-a-Term - 27 Year,F
AGKH,Select-a-Term - 27 Year  (Plus),F
AGLG,Select-a-Term - 28 Year,F
AGLH,Select-a-Term - 28 Year  (Plus),F
AGMG,Select-a-Term - 29 Year,F
AGMH,Select-a-Term - 29 Year  (Plus),F
AGLS,Select-a-Term 10    (Special),F
AGMS,Select-a-Term 15    (Special),F
AGNS,Select-a-Term 20    (Special),F
          American General Life Insurance Company 
AGOS,Select-a-Term 25    (Special),F
AGPS,Select-a-Term 30    (Special),F
ARTG,ROP Select-a-Term - 20 Year,K
ARTH,ROP Select-a-Term - 20 Year  (Plus),K
ARSG,ROP Select-a-Term - 20 Year  (2009),K
ARSH,ROP Select-a-Term - 20 Year  (Plus),K
ARTG,ROP Select-a-Term - 25 Year,L
ARTH,ROP Select-a-Term - 25 Year  (Plus),L
ARSG,ROP Select-a-Term - 25 Year  (2009),L
ARSH,ROP Select-a-Term - 25 Year  (Plus),L
ARTG,ROP Select-a-Term - 30 Year,M
ARTH,ROP Select-a-Term - 30 Year  (Plus),M
ARSG,ROP Select-a-Term - 30 Year  (2009),M
ARSH,ROP Select-a-Term - 30 Year  (Plus),M
ARTG,ROP Select-a-Term - Level to 65,W
ARTH,ROP Select-a-Term - Level to 65  (Plus),W
ARSG,ROP Select-a-Term - Level to 65  (2009),W
ARSH,ROP Select-a-Term - Level to 65  (Plus),W
ARTG,ROP Select-a-Term - Level to 70,X
ARTH,ROP Select-a-Term - Level to 70  (Plus),X
ARSG,ROP Select-a-Term - Level to 70  (2009),X
ARSH,ROP Select-a-Term - Level to 70  (Plus),X
ARTG,ROP Select-a-Term - Level to 75,Y
ARTH,ROP Select-a-Term - Level to 75  (Plus),Y
ARSG,ROP Select-a-Term - Level to 75  (2009),Y
ARSH,ROP Select-a-Term - Level to 75  (Plus),Y
AURG,Secure Lifetime GUL - to age 121,8
AURH,Secure Lifetime GUL - to age 121  (Plus),8
AURG,Secure Lifetime GUL - Pay to 65,Q
AURH,Secure Lifetime GUL - Pay to 65  (Plus),Q
AURG,Secure Lifetime GUL - 20 Pay,R
AURH,Secure Lifetime GUL - 20 Pay  (Plus),R
AURG,Secure Lifetime GUL - 10 Pay,S
AURH,Secure Lifetime GUL - 10 Pay  (Plus),S
AURG,Secure Lifetime GUL - Single Pay,O
AURH,Secure Lifetime GUL - Single Pay  (Plus),O
          American General Life Insurance Company 
ATQS,ROP Select-a-Term - 15 Year  (Special),F
ATRS,ROP Select-a-Term - 20 Year  (Special),F
ATSS,ROP Select-a-Term - 25 Year  (Special),F
ATTS,ROP Select-a-Term - 30 Year  (Special),F
ARQS,ROP Select-a-Term - 15 Year (Special/09),F
ARRS,ROP Select-a-Term - 20 Year (Special/09),F
ARSS,ROP Select-a-Term - 25 Year (Special/09),F
ARTS,ROP Select-a-Term - 30 Year (Special/09),F
ATFG,ROP Select-a-Term - 21 Year,N
ATFH,ROP Select-a-Term - 21 Year  (Plus),N
ATGG,ROP Select-a-Term - 22 Year,N
ATGH,ROP Select-a-Term - 22 Year  (Plus),N
ATHG,ROP Select-a-Term - 23 Year,N
ATHH,ROP Select-a-Term - 23 Year  (Plus),N
ATIG,ROP Select-a-Term - 24 Year,N
ATIH,ROP Select-a-Term - 24 Year  (Plus),N
ATJG,ROP Select-a-Term - 26 Year,N
ATJH,ROP Select-a-Term - 26 Year  (Plus),N
ATKG,ROP Select-a-Term - 27 Year,N
ATKH,ROP Select-a-Term - 27 Year  (Plus),N
ATLG,ROP Select-a-Term - 28 Year,N
ATLH,ROP Select-a-Term - 28 Year  (Plus),N
ATMG,ROP Select-a-Term - 29 Year,N
ATMH,ROP Select-a-Term - 29 Year  (Plus),N
ATNG,ROP Select-a-Term - 31 Year,N
ATNH,ROP Select-a-Term - 31 Year  (Plus),N
ATOG,ROP Select-a-Term - 32 Year,N
ATOH,ROP Select-a-Term - 32 Year  (Plus),N
ATPG,ROP Select-a-Term - 33 Year,N
ATPH,ROP Select-a-Term - 33 Year  (Plus),N
ATQG,ROP Select-a-Term - 34 Year,N
ATQH,ROP Select-a-Term - 34 Year  (Plus),N
ATRG,ROP Select-a-Term - 35 Year,N
ATRH,ROP Select-a-Term - 35 Year  (Plus),N
ASFG,ROP Select-a-Term - 21 Year  (2009),N
ASFH,ROP Select-a-Term - 21 Year  (Plus),N
ASGG,ROP Select-a-Term - 22 Year  (2009),N
ASGH,ROP Select-a-Term - 22 Year  (Plus),N
ASHG,ROP Select-a-Term - 23 Year  (2009),N
ASHH,ROP Select-a-Term - 23 Year  (Plus),N
ASIG,ROP Select-a-Term - 24 Year  (2009),N
ASIH,ROP Select-a-Term - 24 Year  (Plus),N
ASJG,ROP Select-a-Term - 26 Year  (2009),N
ASJH,ROP Select-a-Term - 26 Year  (Plus),N
ASKG,ROP Select-a-Term - 27 Year  (2009),N
ASKH,ROP Select-a-Term - 27 Year  (Plus),N
ASLG,ROP Select-a-Term - 28 Year  (2009),N
ASLH,ROP Select-a-Term - 28 Year  (Plus),N
ASMG,ROP Select-a-Term - 29 Year  (2009),N
          American General Life Insurance Company 
ASMH,ROP Select-a-Term - 29 Year  (Plus),N
ASNG,ROP Select-a-Term - 31 Year  (2009),N
ASNH,ROP Select-a-Term - 31 Year  (Plus),N
ASOG,ROP Select-a-Term - 32 Year  (2009),N
ASOH,ROP Select-a-Term - 32 Year  (Plus),N
ASPG,ROP Select-a-Term - 33 Year  (2009),N
ASPH,ROP Select-a-Term - 33 Year  (Plus),N
ASQG,ROP Select-a-Term - 34 Year  (2009),N
ASQH,ROP Select-a-Term - 34 Year  (Plus),N
ASRG,ROP Select-a-Term - 35 Year  (2009),N
ASRH,ROP Select-a-Term - 35 Year  (Plus),N
          The American Home Life Insurance Company
AMEH,ART - Annual Renewable Term,1
          American National Insurance Company     
AMNT,ANICO Select 10,3
AMNP,ANICO Select 10  (Plus),3
AMNT,ANICO Select 15,4
AMNP,ANICO Select 15  (Plus),4
AMNT,ANICO Select 20,5
AMNP,ANICO Select 20  (Plus),5
AMNT,ANICO Select 30,7
AMNP,ANICO Select 30  (Plus),7
AMNT,ANICO Select 20 with ROP,K
AMNP,ANICO Select 20 with ROP  (Plus),K
AMNT,ANICO Select 30 with ROP,M
AMNP,ANICO Select 30 with ROP  (Plus),M
          American Progressive Life & Health of NY
AMPR,Senior Tribute Life - Level Benefit,P
          Americo Financial Life and Annuity Ins. 
ARMT,Home Mortgage Series - 15/15 year,4
ARXT,Home Mortgage Series - 15/5 year,4
ARMT,Home Mortgage Series - 20/20 year,5
ARXT,Home Mortgage Series - 20/5 year,5
ARMT,Home Mortgage Series - 25/25 year,6
ARXT,Home Mortgage Series - 25/5 year,6
ARMT,Home Mortgage Series - 30/30 year,7
ARXT,Home Mortgage Series - 30/5 year,7
ARMT,Ultra Protector I (Simplified Issue),8
          Ameritas Life Insurance Corp            
AMTL,Keystone Term 1,1
AMTP,Keystone Term 1  (P+ / R+ Select),1
AMTL,Keystone Term 10,3
AMTP,Keystone Term 10  (P+ / R+ Select),3
AMTL,Keystone Term 15,4
AMTP,Keystone Term 15  (P+ / R+ Select),4
AMIL,Keystone Term 15       (CA# IN# OR# PA),4
AMIP,Keystone Term 15  (P+/R+) (CA#IN#PA&OR),4
AMTL,Keystone Term 20,5
AMTP,Keystone Term 20  (P+ / R+ Select),5
AMIL,Keystone Term 20       (CA# IN# OR# PA),5
AMIP,Keystone Term 20  (P+/R+) (CA#IN#OR#PA),5
AMTL,Keystone Term 30,7
AMTP,Keystone Term 30  (P+ / R+ Select),7
AMIL,Keystone Term 30       (CA# IN# OR# PA),7
AMIP,Keystone Term 30  (P+/R+) (CA#IN#PA#OR),7
          Ameritas Life Insurance Corp of New York
AMYL,Keystone Term 1,1
AMYP,Keystone Term 1  (P+ / R+ Select),1
AMYL,Keystone Term 10,3
AMYP,Keystone Term 10  (P+ / R+ Select),3
AMYL,Keystone Term 15,4
AMYP,Keystone Term 15  (P+ / R+ Select),4
AMYL,Keystone Term 20,5
AMYP,Keystone Term 20  (P+ / R+ Select),5
AMYL,Keystone Term 30,7
AMYP,Keystone Term 30  (P+ / R+ Select),7
          Assurity Life Insurance Company         
ASSU,Term 350 Plus - 10-year Term,3
ASSP,Term 350 Plus - 10-year Term  (Pfd Plus),3
ASWU,Term 350 Plus - 10-year Term  (WA),3
ASWP,Term 350 Plus - 10-year Term  (Plus/WA),3
ASTU,Non Med Term 350 - 10 Year Level,3
ASTP,Non Med Term 350 - 10 Year  (Select+),3
ASSU,Term 350 Plus - 15-year Term,4
ASSP,Term 350 Plus - 15-year Term  (Pfd Plus),4
ASWU,Term 350 Plus - 15-year Term  (WA),4
ASWP,Term 350 Plus - 15-year Term  (Plus/WA),4
ASTU,Non Med Term 350 - 15 Year Level,4
ASTP,Non Med Term 350 - 15 Year  (Select+),4
ASSU,Term 350 Plus - 20-year Term,5
ASSP,Term 350 Plus - 20-year Term  (Pfd Plus),5
ASWU,Term 350 Plus - 20-year Term  (WA),5
ASWP,Term 350 Plus - 20-year Term  (Plus/WA),5
ASTU,Non Med Term 350 - 20 Year Level,5
ASTP,Non Med Term 350 - 20 Year  (Select+),5
ASSU,Term 350 Plus - 30-year Term,7
ASSP,Term 350 Plus - 30-year Term  (Pfd Plus),7
ASWU,Term 350 Plus - 30-year Term  (WA),7
ASWP,Term 350 Plus - 30-year Term  (Plus/WA),7
ASTU,Non Med Term 350 - 30 Year Level,7
ASTP,Non Med Term 350 - 30 Year  (Select+),7
ASSU,Term 350 Plus - 20-year Term w/ROP,K
ASSP,Term 350 Plus - 20-year Term w/ROP (P+),K
ASTU,Non Med Term 350 - 20 Year Level w/ROP,K
ASTP,Non Med Term 350 - 20 Year w/ROP (Slct+),K
ASSU,Term 350 Plus - 30-year Term w/ROP,M
ASSP,Term 350 Plus - 30-year Term w/ROP (P+),M
ASTU,Non Med Term 350 - 30 Year Level w/ROP,M
ASTP,Non Med Term 350 - 30 Year w/ROP (Slct+),M
ASSU,Level Benefit W/L - Simplified Issue,8
          Aurora National Life Assurance Company  
AURO,10-Year Term,3
AUOP,10-Year Term  (issue ages 71-75),3
          Aviva Life and Annuity Company          
AVTV,Annual Renewal Term 01-2010,1
AVTP,Annual Renewal Term  (Premier/Standard+),1
AVTV,10 Year Term 01-2010,3
AVTP,10 Year Term (Premier P+ / Standard+ R+),3
AVTV,20 Year Term 01-2010,5
AVTP,20 Year  (Premier P+ / Standard+ R+),5
AVTV,30 Year Term 01-2010,7
AVTP,30 Year Term (Premier P+ / Standard+ R+),7
AVWV,30 Year Term 01-2010  (WA),7
AVWP,30 Year Term (Premier P+ / Std+ R+ / WA),7
AVKV,Advantage Builder Series IV w/NLG,8
AVKP,Advantage Builder Series IV w/NLG  (P+),8
AMTV,Advantage Builder Series III w/NLG 175k+,8
AMTW,Advantage Builder Series III (P+) (175k),8
AMSV,Advantage Builder Series III w/NLG,8
AMSW,Advantage Builder Series III w/NLG  (P+),8
AMUV,Advantage Builder Series II w/NLG,8
AMUW,Advantage Builder Series II w/NLG  (P+),8
AMMV,Advantage Builder Series II w/NLG  175k+,8
AMMW,Advantage Builder Series II (P+) (175k),8
AVAV,Guarantee UL Solution Series III,8
AVAP,Guarantee UL Solution III  (Premier),8
AVSV,Guarantee UL Solution Series II,8
AVSP,Guarantee UL Solution II  (Premier),8
AVKV,Advantage Builder Series IV - Pay to 100,P
AVKP,Advantage Builder IV - Pay to 100   (P+),P
AMTV,Advantage Builder III - Pay to 100 175k+,P
AMTW,Advantage Builder - Pay to 100 (P+/175k),P
AMSV,Advantage Builder III - Pay to 100,P
AMSW,Advantage Builder III - Pay to 100  (P+),P
AMUV,Advantage Builder - Pay to 100,P
AMUW,Advantage Builder - Pay to 100     (P+),P
AMMV,Advantage Builder - Pay to 100     175k+,P
AMMW,Advantage Builder - Pay to 100 (P+/175k),P
AVAV,Guarantee UL Solution III - Pay to 100,P
AVAP,Guarantee UL Solution - Pay to 100  (P+),P
AVSV,Guarantee UL Solution II - Pay to 100,P
AVSP,Guarantee UL Solution - Pay to 100  (P+),P
AVKV,Advantage Builder IV - Pay to 65,Q
AVKP,Advantage Builder - Pay to 65      (P+),Q
AMTV,Advantage Builder III - Pay to 65  175k+,Q
AMTW,Advantage Builder - Pay to 65  (P+/175k),Q
AMSV,Advantage Builder III - Pay to 65,Q
AMSW,Advantage Builder - Pay to 65      (P+),Q
AMUV,Advantage Builder - Pay to 65,Q
AMUW,Advantage Builder - Pay to 65      (P+),Q
AMMV,Advantage Builder - Pay to 65      175k+,Q
AMMW,Advantage Builder - Pay to 65  (P+/175k),Q
AVAV,Guarantee UL Solution III - Pay to 65,Q
          Aviva Life and Annuity Company          
AVAP,Guarantee UL Solution - Pay to 65   (P+),Q
AVSV,Guarantee UL Solution II - Pay to 65,Q
AVSP,Guarantee UL Solution - Pay to 65   (P+),Q
AVKV,Advantage Builder IV - 20 Pay,R
AVKP,Advantage Builder - 20 Pay         (P+),R
AMTV,Advantage Builder III - 20 Pay     175k+,R
AMTW,Advantage Builder - 20 Pay     (P+/175k),R
AMSV,Advantage Builder III - 20 Pay,R
AMSW,Advantage Builder - 20 Pay         (P+),R
AMUV,Advantage Builder - 20 Pay,R
AMUW,Advantage Builder - 20 Pay         (P+),R
AMMV,Advantage Builder - 20 Pay         175k+,R
AMMW,Advantage Builder - 20 Pay     (P+/175k),R
AVAV,Guarantee UL Solution III - 20 Pay,R
AVAP,Guarantee UL Solution - 20 Pay      (P+),R
AVSV,Guarantee UL Solution II - 20 Pay,R
AVSP,Guarantee UL Solution - 20 Pay      (P+),R
AVKV,Advantage Builder IV - 10 Pay,S
AVKP,Advantage Builder - 10 Pay         (P+),S
AMTV,Advantage Builder III - 10 Pay     175k+,S
AMTW,Advantage Builder - 10 Pay     (P+/175k),S
AMSV,Advantage Builder III - 10 Pay,S
AMSW,Advantage Builder - 10 Pay         (P+),S
AMUV,Advantage Builder - 10 Pay,S
AMUW,Advantage Builder - 10 Pay         (P+),S
AMMV,Advantage Builder - 10 Pay         175k+,S
AMMW,Advantage Builder - 10 Pay     (P+/175k),S
AVAV,Guarantee UL Solution III - 10 Pay,S
AVAP,Guarantee UL Solution - 10 Pay      (P+),S
AVSV,Guarantee UL Solution II - 10 Pay,S
AVSP,Guarantee UL Solution - 10 Pay      (P+),S
AVKV,Advantage Builder IV - Single Pay,O
AVKP,Advantage Builder - Single Pay     (P+),O
AMTV,Advantage Builder III - Single Pay 175k+,O
AMTW,Advantage Builder - Single Pay (P+/175k),O
AMSV,Advantage Builder III - Single Pay,O
AMSW,Advantage Builder - Single Pay     (P+),O
AMUV,Advantage Builder - Single Pay,O
AMUW,Advantage Builder - Single Pay     (P+),O
AMMV,Advantage Builder - Single Pay     175k+,O
AMMW,Advantage Builder - Single Pay (P+/175k),O
AVAV,Guarantee UL Solution III - Single Pay,O
AVAP,Guarantee UL Solution - Single Pay  (P+),O
AVSV,Guarantee UL Solution II - Single Pay,O
AVSP,Guarantee UL Solution - Single Pay  (P+),O
          Aviva Life and Annuity of New York      
AVZV,Annual Renewal Term 01-2010,1
AVZP,Annual Renewal Term  (Premier/Standard+),1
AVZV,Term 10 01-2010,3
AVZP,Term 10  (Premier P+ / Standard+ R+),3
AVZV,Term 20 01-2010,5
AVZP,Term 20  (Premier P+ / Standard+ R+),5
AVZV,Term 30 01-2010,7
AVZP,Term 30  (Premier P+ / Standard+ R+),7
AVNV,Guarantee UL Solution Series II,8
AVNP,Guarantee UL Solution II  (Premier),8
AVUE,Empire Solutions Series III w/NLG 175k+,8
AVUP,Empire Solutions Series III (P+) (175k),8
AVYE,Empire Solutions Series III w/NLG,8
AVYP,Empire Solutions Series III w/NLG  (P+),8
AVUE,Empire Solutions III - Pay to 100 175k+,P
AVUP,Empire Solutions - Pay to 100 (P+/175k),P
AVYE,Empire Solutions III - Pay to 100,P
AVYP,Empire Solutions III - Pay to 100  (P+),P
AVUE,Empire Solutions III - Pay to 65  175k+,Q
AVUP,Empire Solutions - Pay to 65  (P+/175k),Q
AVYE,Empire Solutions III - Pay to 65,Q
AVYP,Empire Solutions - Pay to 65      (P+),Q
AVUE,Empire Solutions III - 20 Pay     175k+,R
AVUP,Empire Solutions - 20 Pay     (P+/175k),R
AVYE,Empire Solutions III - 20 Pay,R
AVYP,Empire Solutions - 20 Pay         (P+),R
AVUE,Empire Solutions III - 10 Pay     175k+,S
AVUP,Empire Solutions - 10 Pay     (P+/175k),S
AVYE,Empire Solutions III - 10 Pay,S
AVYP,Empire Solutions - 10 Pay         (P+),S
AVUE,Empire Solutions III - Single Pay 175k+,O
AVUP,Empire Solutions - Single Pay (P+/175k),O
AVYE,Empire Solutions III - Single Pay,O
AVYP,Empire Solutions - Single Pay     (P+),O
          AXA Equitable Life Insurance Company    
AXZA,Annual Renewable Term  (151X),1
AXZP,Annual Renewable Term (Elite/Plus / 151),1
AXYA,Annual Renewable Term  (151X)  w/10%,1
AXYP,Annual Renewable Term (Elite/+/151/10%),1
AXTO,TermOne (SM) - One Year Non-Renewable,1
AXZA,Equitable Term 10  (151X),3
AXZP,Equitable Term 10  (Elite/Plus / 151X),3
AXZA,Equitable Term 15  (151X),4
AXZP,Equitable Term 15  (Elite/Plus / 151X),4
AXZA,Equitable Term 20  (151X),5
AXZP,Equitable Term 20  (Elite/Plus / 151X),5
          Baltimore Life Insurance Company        
BALT,Secure Solution Protector - 10 Year Term,3
BALT,Secure Solution Protector - 15 Year Term,4
BALT,Secure Solution Protector - 20 Year Term,5
BALT,Secure Solution Protector - 30 Year Term,7
BALT,Secure Solutions - Whole Life (pay 100),P
BASG,Silver Guard I - Whole Life (pay 100),P
BALT,Secure Solutions - Whole Life (20 pay),R
BASG,Silver Guard I - Whole Life (10 Pay),S
          Banner Life Insurance Company           
BANS,Life Value Term 20,1
BANN,Life Value Term 20  (Plus),1
BONS,Life Value Term 30,1
BONP,Life Value Term 30  (Pfd),1
BONN,Life Value Term 30  (Plus),1
BANS,OPTerm 10 - 10 Year Term,3
BANN,OPTerm 10 - 10 Year Term  (Plus),3
BONS,OPTerm 10 - 10 Year Term  (OR),3
BONN,OPTerm 10 - 10 Year Term  (Plus/OR),3
BANS,OPTerm 15 - 15 Year Term,4
BANN,OPTerm 15 - 15 Year Term  (Plus),4
BONS,OPTerm 15 - 15 Year Term  (OR),4
BONN,OPTerm 15 - 15 Year Term  (Plus/OR),4
BANS,OPTerm 20 - 20 Year Term,5
BANN,OPTerm 20 - 20 Year Term  (Plus),5
BONS,OPTerm 20 - 20 Year Term  (OR),5
BONN,OPTerm 20 - 20 Year Term  (Plus/OR),5
BANS,OPTerm 30 - 30 Year Term,7
BANN,OPTerm 30 - 30 Year Term  (Plus),7
BONS,OPTerm 30 - 30 Year Term  (OR),7
BONN,OPTerm 30 - 30 Year Term  (Plus/OR),7
BANS,Life Change UL - to age 95,D
BANN,Life Change UL - to age 95  (Plus),D
BUNS,Life Choice UL - to age 95,D
BUNN,Life Choice UL - to age 95  (Plus),D
BANS,Life Change UL - to age 100,E
BANN,Life Change UL - to age 100  (Plus),E
BUNS,Life Choice UL - to age 100,E
BUNN,Life Choice UL - to age 100  (Plus),E
BANS,Life Change UL - to age 105,G
BANN,Life Change UL - to age 105  (Plus),G
BUNS,Life Choice UL - to age 105,G
BUNN,Life Choice UL - to age 105  (Plus),G
BANS,Life Change UL - to age 110,H
BANN,Life Change UL - to age 110  (Plus),H
BUNS,Life Choice UL - to age 110,H
BUNN,Life Choice UL - to age 110  (Plus),H
BANS,Life Change UL - pay to age 121,8
BANN,Life Change UL - pay to age 121  (Plus),8
BUNS,Life Choice UL - pay to age 121,8
BUNN,Life Choice UL - pay to age 121  (Plus),8
BANS,Life Change UL - pay to age 100,P
BANN,Life Change UL - pay to age 100  (Plus),P
BUNS,Life Choice UL - pay to age 100,P
BUNN,Life Choice UL - pay to age 100  (Plus),P
BANS,Life Change UL - pay to age 65,Q
BANN,Life Change UL - Pay to 65  (Plus),Q
BUNS,Life Choice UL - Pay to 65,Q
BUNN,Life Choice UL - Pay to 65  (Plus),Q
          Banner Life Insurance Company           
BANS,Life Change UL - 20 Pay,R
BANN,Life Change UL - 20 Pay  (Plus),R
BUNS,Life Choice UL - 20 Pay,R
BUNN,Life Choice UL - 20 Pay  (Plus),R
BANS,Life Change UL - 10 Pay,S
BANN,Life Change UL - 10 Pay  (Plus),S
BUNS,Life Choice UL - 10 Pay,S
BUNN,Life Choice UL - 10 Pay  (Plus),S
BANS,Life Change UL - Single Pay,O
BANN,Life Change UL - Single Pay  (Plus),O
BUNS,Life Choice UL - Single Pay,O
BUNN,Life Choice UL - Single Pay  (Plus),O
          Boston Mutual Life Insurance Company    
BOST,Legacy Whole Life,P
BOSP,Legacy Whole Life  (Elite Plus),P
          Centrian Life Insurance                 
CETN,T-10/10 - 10 Year Term Guaranteed 10,3
CETP,T-10/10 - 10 Year (P+ / R+),3
CETN,T-15/15 - 15 Year Term Guaranteed 15,4
CETP,T-15/15 - 15 Year (P+ / R+),4
CETN,T-20/20 - 20 Year Term Guaranteed 20,5
CETP,T-20/20 - 20 Year (P+ / R+),5
CETN,T-25/25 - 25 Year Term Guaranteed 25,6
CETP,T-25/25 - 25 Year (P+ / R+),6
CETN,T-30/30 - 30 Year Term Guaranteed 30,7
CETP,T-30/30 - 30 Year (P+ / R+),7
          Cincinnati Life Insurance Company       
CINN,LifeHorizons Termsetter 10,3
CINP,LifeHorizons Termsetter 10  (Sup/Sel),3
CINN,LifeHorizons Termsetter 15,4
CINP,LifeHorizons Termsetter 15  (Sup/Sel),4
CIDN,LifeHorizons Termsetter 15  (MD),4
CIDP,LifeHorizons Termsetter 15  (Sup/Sel/MD),4
CINN,LifeHorizons Termsetter 20,5
CINP,LifeHorizons Termsetter 20  (Sup/Sel),5
CINN,LifeHorizons Termsetter 25,6
CINP,LifeHorizons Termsetter 25  (Sup/Sel),6
CINN,LifeHorizons Termsetter 30,7
CINP,LifeHorizons Termsetter 30  (Sup/Sel),7
CIDN,LifeHorizons Termsetter 30  (MD),7
CIDP,LifeHorizons Termsetter 30  (Sup/Sel/MD),7
CINN,Termsetter ROP 15 Year,J
CINP,Termsetter ROP 15 Year (Sup/Sel),J
CINN,Termsetter ROP 20 Year,K
CINP,Termsetter ROP 20 Year  (Sup/Sel),K
CINN,Termsetter ROP 25 Year  (w/ROP),L
CINP,Termsetter ROP 25 Year (Sup/Sel),L
CINN,Termsetter ROP 30 Year  (w/ROP),M
CINP,Termsetter ROP 30 Year  (Sup/Sel),M
CINN,PerpetUL 121,8
