M,,Golden Solution Final Expense,
P,,Easy Term 20 w/ROP  (Simplified 07-9734),
K,,Easy Term 30 w/ROP  (Simplified 07-9734),
M,,Family Solution Final Expense,
P,A,CN           Final Expense - Level Benefit Plan,
8,A,CO           Term 10 Level Term Life,
3,,Term 15 Level Term Life,
4,,Term 20 Level Term Life,
5,A,HO           ART - Annual Renewable Term,
1,A,EM           Noble Tradition Final Expense,
P,A,FI           T2 EZ 20 Year,
5,,T2 EZ 25 Year,
6,,T2 EZ 30 Year,
7,A,TA           Keystone Term 15       (CA# IN# OR# PA),
4,,Keystone Term 20       (CA# IN# OR# PA),
5,,Keystone Term 30       (CA# IN# OR# PA),
7,,Keystone Term 15  (P+/R+) (CA#IN#PA&OR),
4,,Keystone Term 20  (P+/R+) (CA#IN#OR#PA),
5,,Keystone Term 30  (P+/R+) (CA#IN#PA#OR),
7,A,IV           Advantage Builder Series II w/NLG  175k+,
8,,Advantage Builder - Single Pay     175k+,
O,,Advantage Builder - Pay to 100     175k+,
P,,Advantage Builder - Pay to 65      175k+,
Q,,Advantage Builder - 20 Pay         175k+,
R,,Advantage Builder - 10 Pay         175k+,
S,,Advantage Builder Series II (P+) (175k),
8,,Advantage Builder - Single Pay (P+/175k),
O,,Advantage Builder - Pay to 100 (P+/175k),
P,,Advantage Builder - Pay to 65  (P+/175k),
Q,,Advantage Builder - 20 Pay     (P+/175k),
R,,Advantage Builder - 10 Pay     (P+/175k),
S,A,NT           ANICO Select 10  (Plus),
3,,ANICO Select 15  (Plus),
4,,ANICO Select 20  (Plus),
5,,ANICO Select 30  (Plus),
7,istor,cal Data - May 2012                              June 9,#
201,de,ompany Code   Product Name                            C,a
tego,,ANICO Select 20 with ROP  (Plus),
,,ANICO Select 30 with ROP  (Plus),
,,ANICO Select 10,
,,ANICO Select 15,
,,ANICO Select 20,
,,ANICO Select 30,
,,ANICO Select 20 with ROP,
,,ANICO Select 30 with ROP,
,,AMPR           Senior Tribute Life - Level Benefit,
,,AVIV           Advantage Builder Series III w/NLG,
,,Advantage Builder III - Single Pay,
,,Advantage Builder III - Pay to 100,
,,Advantage Builder III - Pay to 65,
,,Advantage Builder III - 20 Pay,
,,Advantage Builder III - 10 Pay,
,,Advantage Builder Series III w/NLG  (P+),
,,Advantage Builder - Single Pay     (P+),
,,Advantage Builder III - Pay to 100  (P+),
,,Advantage Builder - Pay to 65      (P+),
,,Advantage Builder - 20 Pay         (P+),
,,Advantage Builder - 10 Pay         (P+),
,,AMTA           Keystone Term 1,
,,Keystone Term 10,
,,Keystone Term 15,
,,Keystone Term 20,
,,Keystone Term 30,
,,Keystone Term 1  (P+ / R+ Select),
,,Keystone Term 10  (P+ / R+ Select),
,,Keystone Term 15  (P+ / R+ Select),
,,Keystone Term 20  (P+ / R+ Select),
,,Keystone Term 30  (P+ / R+ Select),
,,AVIV           Advantage Builder Series III w/NLG 175k+,
,,Advantage Builder III - Single Pay 175k+,
,,Advantage Builder III - Pay to 100 175k+,
,,Advantage Builder III - Pay to 65  175k+,
,,Advantage Builder III - 20 Pay     175k+,
,,Advantage Builder III - 10 Pay     175k+,
,,Advantage Builder Series III (P+) (175k),
,,Advantage Builder - Single Pay (P+/175k),
,,Advantage Builder - Pay to 100 (P+/175k),
,,Advantage Builder - Pay to 65  (P+/175k),
,,Advantage Builder - 20 Pay     (P+/175k),
,,Advantage Builder - 10 Pay     (P+/175k),
,,Advantage Builder Series II w/NLG,
,,Advantage Builder - Single Pay,
,,Advantage Builder - Pay to 100,
,,Advantage Builder - Pay to 65,
,,Advantage Builder - 20 Pay,
,,Advantage Builder - 10 Pay,
,,Advantage Builder Series II w/NLG  (P+),
,,Advantage Builder - Single Pay     (P+),
,Hist,rical Data - May 2012                              June,
9# 2,Code,Company Code   Product Name,
Cate,,Advantage Builder - Pay to 100     (P+,)
,,Advantage Builder - Pay to 65      (P+,)
,,Advantage Builder - 20 Pay         (P+,)
,,Advantage Builder - 10 Pay         (P+,)
,,AMTY           Keystone Term 1,
,,Keystone Term 10,
,,Keystone Term 15,
,,Keystone Term 20,
,,Keystone Term 30,
,,Keystone Term 1  (P+ / R+ Select),
,,Keystone Term 10  (P+ / R+ Select),
,,Keystone Term 15  (P+ / R+ Select),
,,Keystone Term 20  (P+ / R+ Select),
,,Keystone Term 30  (P+ / R+ Select),
,,AMSV           Home Mortgage Series - 15/15 year,
,,Home Mortgage Series - 20/20 year,
,,Home Mortgage Series - 25/25 year,
,,Home Mortgage Series - 30/30 year,
,,Ultra Protector I (Simplified Issue),
,,AMGG           ROP Select-a-Term - 15 Year (Special/0,9
),,AMGE           Select-a-Term - 10 Year  (MS),
,,Select-a-Term - 15 Year  (MS),
,,Select-a-Term - 20 Year  (MS),
,,Select-a-Term - 25 Year  (MS),
,,Select-a-Term - 30 Year  (MS),
,,Select-a-Term - Level to 65  (MS),
,,Select-a-Term - Level to 70  (MS),
,,Select-a-Term - Level to 75  (MS),
,,Select-a-Term - 10 Year  (Plus),
,,Select-a-Term - 15 Year  (Plus),
,,Select-a-Term - 20 Year  (Plus),
,,Select-a-Term - 25 Year  (Plus),
,,Select-a-Term - 30 Year  (Plus),
,,Select-a-Term - Level to 65  (Plus),
,,Select-a-Term - Level to 70  (Plus),
,,Select-a-Term - Level to 75  (Plus),
,,AMGG           ROP Select-a-Term - 20 Year (Special/0,9
),,AMGE           ROP Select-a-Term - 20 Year  (WA),
,,ROP Select-a-Term - 25 Year  (WA),
,,ROP Select-a-Term - 30 Year  (WA),
,,ROP Select-a-Term - Level to 65  (2009,)
,,ROP Select-a-Term - Level to 70  (2009,)
,,ROP Select-a-Term - Level to 75  (2009,)
,,ROP Select-a-Term - 20 Year  (Plus/WA),
,,ROP Select-a-Term - 25 Year  (Plus/WA),
,,ROP Select-a-Term - 30 Year  (Plus/WA),
,,ROP Select-a-Term - Level to 65  (Plus,)
,,ROP Select-a-Term - Level to 70  (Plus,)
,,ROP Select-a-Term - Level to 75  (Plus,)
,,AMGG           ROP Select-a-Term - 25 Year (Special/0,9
),,AMGE           ROP Select-a-Term - 20 Year,
,fe Hi,torical Data - May 2012                              Ju,n
e 9#,t Cod,Company Code   Product Name,
Ca,,ROP Select-a-Term - 25 Year,
,,ROP Select-a-Term - 30 Year,
,,ROP Select-a-Term - Level to 65,
,,ROP Select-a-Term - Level to 70,
,,ROP Select-a-Term - Level to 75,
,,ROP Select-a-Term - 20 Year  (Plus),
,,ROP Select-a-Term - 25 Year  (Plus),
,,ROP Select-a-Term - 30 Year  (Plus),
,,ROP Select-a-Term - Level to 65  (Pl,u
s),,ROP Select-a-Term - Level to 70  (Pl,u
s),,ROP Select-a-Term - Level to 75  (Pl,u
s),,AMGG           ROP Select-a-Term - 30 Year (Special,/
09),,AMSV           Home Mortgage Series - 15/5 year,
,,Home Mortgage Series - 20/5 year,
,,Home Mortgage Series - 25/5 year,
,,Home Mortgage Series - 30/5 year,
,,AMGG           ROP Select-a-Term - 21 Year  (2009),
,,ROP Select-a-Term - 21 Year  (Plus),
,,ROP Select-a-Term - 22 Year  (2009),
,,ROP Select-a-Term - 22 Year  (Plus),
,,ROP Select-a-Term - 23 Year  (2009),
,,ROP Select-a-Term - 23 Year  (Plus),
,,ROP Select-a-Term - 24 Year  (2009),
,,ROP Select-a-Term - 24 Year  (Plus),
,,ROP Select-a-Term - 26 Year  (2009),
,,ROP Select-a-Term - 26 Year  (Plus),
,,ROP Select-a-Term - 27 Year  (2009),
,,ROP Select-a-Term - 27 Year  (Plus),
,,ROP Select-a-Term - 28 Year  (2009),
,,ROP Select-a-Term - 28 Year  (Plus),
,,ROP Select-a-Term - 29 Year  (2009),
,,ROP Select-a-Term - 29 Year  (Plus),
,,ROP Select-a-Term - 31 Year  (2009),
,,ROP Select-a-Term - 31 Year  (Plus),
,,ROP Select-a-Term - 32 Year  (2009),
,,ROP Select-a-Term - 32 Year  (Plus),
,,ROP Select-a-Term - 33 Year  (2009),
,,ROP Select-a-Term - 33 Year  (Plus),
,,ROP Select-a-Term - 34 Year  (2009),
,,ROP Select-a-Term - 34 Year  (Plus),
,,ROP Select-a-Term - 35 Year  (2009),
,,ROP Select-a-Term - 35 Year  (Plus),
,,ASSU           Term 350 Plus - 10-year Term  (Pfd P,l
us),,Term 350 Plus - 15-year Term  (Pfd P,l
us),,Term 350 Plus - 20-year Term  (Pfd P,l
us),,Term 350 Plus - 30-year Term  (Pfd P,l
us),,Term 350 Plus - 20-year Term w/ROP (,P
+),,Term 350 Plus - 30-year Term w/ROP (,P
+),,Term 350 Plus - 10-year Term,
,,Term 350 Plus - 15-year Term,
,,Term 350 Plus - 20-year Term,
,life,istorical Data - May 2012,J
une,uct C,de   Company Code   Product Name,
,,Term 350 Plus - 30-year Term,
,,Level Benefit W/L - Simplified Iss,u
e,,Term 350 Plus - 20-year Term w/ROP,
,,Term 350 Plus - 30-year Term w/ROP,
,P,Non Med Term 350 - 10 Year  (Selec,t
+),,Non Med Term 350 - 15 Year  (Selec,t
+),,Non Med Term 350 - 20 Year  (Selec,t
+),,Non Med Term 350 - 30 Year  (Selec,t
+),,Non Med Term 350 - 20 Year w/ROP (,S
lct+,,Non Med Term 350 - 30 Year w/ROP (,S
lct+,U,Non Med Term 350 - 10 Year Level,
,,Non Med Term 350 - 15 Year Level,
,,Non Med Term 350 - 20 Year Level,
,,Non Med Term 350 - 30 Year Level,
,,Non Med Term 350 - 20 Year Level w,/
ROP,,Non Med Term 350 - 30 Year Level w,/
ROP,P,Non Med Term 350 - 30 Year  (Selec,t
+/WA,U,Non Med Term 350 - 30 Year Level,(
WA),P,Term 350 Plus - 10-year Term  (Plu,s
/WA),,Term 350 Plus - 15-year Term  (Plu,s
/WA),,Term 350 Plus - 20-year Term  (Plu,s
/WA),,Term 350 Plus - 30-year Term  (Plu,s
/WA),U,Term 350 Plus - 10-year Term  (WA),
,,Term 350 Plus - 15-year Term  (WA),
,,Term 350 Plus - 20-year Term  (WA),
,,Term 350 Plus - 30-year Term  (WA),
,G,AMGG           ROP Select-a-Term - 21 Year,
,H,ROP Select-a-Term - 21 Year  (Plus,)
,G,ROP Select-a-Term - 22 Year,
,H,ROP Select-a-Term - 22 Year  (Plus,)
,G,ROP Select-a-Term - 23 Year,
,H,ROP Select-a-Term - 23 Year  (Plus,)
,G,ROP Select-a-Term - 24 Year,
,H,ROP Select-a-Term - 24 Year  (Plus,)
,G,ROP Select-a-Term - 26 Year,
,H,ROP Select-a-Term - 26 Year  (Plus,)
,G,ROP Select-a-Term - 27 Year,
,H,ROP Select-a-Term - 27 Year  (Plus,)
,G,ROP Select-a-Term - 28 Year,
,H,ROP Select-a-Term - 28 Year  (Plus,)
,G,ROP Select-a-Term - 29 Year,
,H,ROP Select-a-Term - 29 Year  (Plus,)
,G,ROP Select-a-Term - 31 Year,
,H,ROP Select-a-Term - 31 Year  (Plus,)
,G,ROP Select-a-Term - 32 Year,
,H,ROP Select-a-Term - 32 Year  (Plus,)
,G,ROP Select-a-Term - 33 Year,
,H,ROP Select-a-Term - 33 Year  (Plus,)
,G,ROP Select-a-Term - 34 Year,
,H,ROP Select-a-Term - 34 Year  (Plus,)
,S,ROP Select-a-Term - 15 Year  (Spec,i
al),pulif,Historical Data - May 2012,
Jun,oduct,Code   Company Code   Product Name,
,TRG,AMGE           Select-a-Term - 10 Year,
,,Select-a-Term - 15 Year,
,,Select-a-Term - 20 Year,
,,Select-a-Term - 25 Year,
,,Select-a-Term - 30 Year,
,,Select-a-Term - Level to 65,
,,Select-a-Term - Level to 70,
,,Select-a-Term - Level to 75,
,,AMGG           ROP Select-a-Term - 35 Year,
,TRH,AMGE           Select-a-Term - 10 Year  (Plus),
,,Select-a-Term - 15 Year  (Plus),
,,Select-a-Term - 20 Year  (Plus),
,,Select-a-Term - 25 Year  (Plus),
,,Select-a-Term - 30 Year  (Plus),
,,Select-a-Term - Level to 65  (Pl,u
s),,Select-a-Term - Level to 70  (Pl,u
s),,Select-a-Term - Level to 75  (Pl,u
s),,AMGG           ROP Select-a-Term - 35 Year  (Pl,u
s),TRS,ROP Select-a-Term - 20 Year  (Sp,e
cial,TSS,ROP Select-a-Term - 25 Year  (Sp,e
cial,TTS,ROP Select-a-Term - 30 Year  (Sp,e
cial,UOP,AURO           10-Year Term  (issue ages 71-75),
,URG,AMGE           Secure Lifetime GUL - to age 121,
,,Secure Lifetime GUL - to age 90,
,,Secure Lifetime GUL - to age 95,
,,Secure Lifetime GUL - to age 100,
,,Secure Lifetime GUL - Single Pay,
,,Secure Lifetime GUL - Pay to 65,
,,Secure Lifetime GUL - 20 Pay,
,,Secure Lifetime GUL - 10 Pay,
,URH,Secure Lifetime GUL - to age 121,
(Pl,,Secure Lifetime GUL - to age 90,
(Plu,,Secure Lifetime GUL - to age 95,
(Plu,,Secure Lifetime GUL - to age 100,
(Pl,,Secure Lifetime GUL - Single Pay,
(Pl,,Secure Lifetime GUL - Pay to 65,
(Plu,,Secure Lifetime GUL - 20 Pay  (P,l
us),,Secure Lifetime GUL - 10 Pay  (P,l
us),URO,AURO           10-Year Term,
,VAP,AVIV           Guarantee UL Solution III  (Prem,i
er),,Guarantee UL Solution - Single P,a
y  (,,Guarantee UL Solution - Pay to 1,0
0  (,,Guarantee UL Solution - Pay to 6,5
(,,Guarantee UL Solution - 20 Pay,
(,,Guarantee UL Solution - 10 Pay,
(,VAV,Guarantee UL Solution Series III,
,,Guarantee UL Solution III - Sing,l
e Pa,,Guarantee UL Solution III - Pay,t
o 10,,Guarantee UL Solution III - Pay,t
o 65,,Guarantee UL Solution III - 20 P,a
y,,Guarantee UL Solution III - 10 P,a
y,ompul,fe Historical Data - May 2012,
J,Produ,t Code   Company Code   Product Name,
,yAVKP,Advantage Builder Series IV w/,N
LG,8,Advantage Builder - Single Pay,
,O,Advantage Builder IV - Pay to,1
00,P,Advantage Builder - Pay to 65,
,Q,Advantage Builder - 20 Pay,
,R,Advantage Builder - 10 Pay,
,SAVKV,Advantage Builder Series IV w/,N
LG,8,Advantage Builder IV - Single,P
ay,O,Advantage Builder Series IV -,P
ay t,P,Advantage Builder IV - Pay to,6
5,Q,Advantage Builder IV - 20 Pay,
,R,Advantage Builder IV - 10 Pay,
,SAVNP,AVIY           Guarantee UL Solution II  (Pre,m
ier),8AVNV,Guarantee UL Solution Series I,I
,8AVSP,AVIV           Guarantee UL Solution - Pay to,
65,QAVSV,Guarantee UL Solution II - Pay,
to 6,QAVTP,Annual Renewal Term  (Premier/,S
tand,1,10 Year Term (Premier P+ / Sta,n
dard,3,20 Year  (Premier P+ / Standar,d
+ R+,5,30 Year Term (Premier P+ / Sta,n
dard,7AVTV,Annual Renewal Term 01-2010,
,1,10 Year Term 01-2010,
,3,20 Year Term 01-2010,
,5,30 Year Term 01-2010,
,7AVUE,AVIY           Empire Solutions Series III w/,N
LG 1,8,Empire Solutions III - Single,P
ay 1,O,Empire Solutions III - Pay to,1
00 1,P,Empire Solutions III - Pay to,6
5  1,Q,Empire Solutions III - 20 Pay,
1,R,Empire Solutions III - 10 Pay,
1,SAVUP,Empire Solutions Series III (P,+
) (1,8,Empire Solutions - Single Pay,(
P+/1,O,Empire Solutions - Pay to 100,(
P+/1,P,Empire Solutions - Pay to 65,(
P+/1,Q,Empire Solutions - 20 Pay,(
P+/1,R,Empire Solutions - 10 Pay,(
P+/1,SAVWP,AVIV           30 Year Term (Premier P+ / Std,+
R+,7AVWV,30 Year Term 01-2010  (WA),
,7AVYE,AVIY           Empire Solutions Series III w/,N
LG,8,Empire Solutions III - Single,P
ay,O,Empire Solutions III - Pay to,1
00,P,Empire Solutions III - Pay to,6
5,Q,Empire Solutions III - 20 Pay,
,R,Empire Solutions III - 10 Pay,
,SAVYP,Empire Solutions Series III w/,N
LG,8,Empire Solutions - Single Pay,
(,O,Empire Solutions III - Pay to,1
00,P,Empire Solutions - Pay to 65,
(,Q,Empire Solutions - 20 Pay,
(,R,Empire Solutions - 10 Pay,
(,SAVZP,Annual Renewal Term  (Premier/,S
tand,1Comp,life Historical Data - May 2012,
,12Pro,uct Code   Company Code   Product Name,
,ory,Term 10  (Premier P+ / Stand,a
rd+,3,Term 20  (Premier P+ / Stand,a
rd+,5,Term 30  (Premier P+ / Stand,a
rd+,7AV,V                          Annual Renewal Term 01-2010,
,1,Term 10 01-2010,
,3,Term 20 01-2010,
,5,Term 30 01-2010,
,7AX,O           AXAA           TermOne (SM) - One Year Non-,R
enew,1AX,A                          Annual Renewable Term  (151X,)
w/,1AX,P                          Annual Renewable Term (Elite,/
+/15,1AX,A                          Annual Renewable Term  (151X,)
,1,Equitable Term 10  (151X),
,3,Equitable Term 15  (151X),
,4,Equitable Term 20  (151X),
,5AX,P                          Annual Renewable Term (Elite,/
Plus,1,Equitable Term 10  (Elite/Pl,u
s /,3,Equitable Term 15  (Elite/Pl,u
s /,4,Equitable Term 20  (Elite/Pl,u
s /,5AY,L           ALLS           TrueTerm - 10 Year,
,3,TrueTerm - 15 Year,
,4,TrueTerm - 20 Year,
,5,TrueTerm - 30 Year,
,7,Legacy Secure II Lifetime,
,8AY,M                          TrueTerm - 10 Year (P+ Elite,#
R+,3,TrueTerm - 15 Year (P+ Elite,#
R+,4,TrueTerm - 20 Year (P+ Elite,#
R+,5,TrueTerm - 30 Year (P+ Elite,#
R+,7,Legacy Secure II Lifetime  (,E
lite,8BA,T           BALT           Secure Solution Protector -,1
0 Ye,3,Secure Solution Protector -,1
5 Ye,4,Secure Solution Protector -,2
0 Ye,5,Secure Solution Protector -,3
0 Ye,7,Secure Solutions - Whole Lif,e
(pa,P,Secure Solutions - Whole Lif,e
(20,RBA,N           BANN           Life Value Term 20  (Plus),
,1,OPTerm 10 - 10 Year Term  (P,l
us),3,OPTerm 15 - 15 Year Term  (P,l
us),4,OPTerm 20 - 20 Year Term  (P,l
us),5,OPTerm 30 - 30 Year Term  (P,l
us),7,Life Change UL - pay to age,1
21,8,Life Change UL - to age 95,(
Plus,D,Life Change UL - to age 100,
(Plu,E,Life Change UL - to age 105,
(Plu,G,Life Change UL - to age 110,
(Plu,H,Life Change UL - Single Pay,
(Plu,O,Life Change UL - pay to age,1
00,P,Life Change UL - Pay to 65,(
Plus,Q,Life Change UL - 20 Pay  (Pl,u
s),R,Life Change UL - 10 Pay  (Pl,u
s),SBA,S                          Life Value Term 20,
,1,OPTerm 10 - 10 Year Term,
,3Co,pulife Historical Data - May 2012,
,2012P,oduct Code   Company Code   Product Name,
,egory,OPTerm 15 - 15 Year Term,
,4,OPTerm 20 - 20 Year Term,
,5,OPTerm 30 - 30 Year Term,
,7,Life Change UL - pay to ag,e
121,8,Life Change UL - to age 95,
,D,Life Change UL - to age 10,0
,E,Life Change UL - to age 10,5
,G,Life Change UL - to age 11,0
,H,Life Change UL - Single Pa,y
,O,Life Change UL - pay to ag,e
100,P,Life Change UL - pay to ag,e
65,Q,Life Change UL - 20 Pay,
,R,Life Change UL - 10 Pay,
,S,ASG           BALT           Silver Guard I - Whole Lif,e
(pa,P,Silver Guard I - Whole Lif,e
(10,S,ONN           BANN           Life Value Term 30  (Plus),
,1,OPTerm 10 - 10 Year Term,(
Plus,3,OPTerm 15 - 15 Year Term,(
Plus,4,OPTerm 20 - 20 Year Term,(
Plus,5,OPTerm 30 - 30 Year Term,(
Plus,7,ONP                          Life Value Term 30  (Pfd),
,1,ONS                          Life Value Term 30,
,1,OPTerm 10 - 10 Year Term,(
OR),3,OPTerm 15 - 15 Year Term,(
OR),4,OPTerm 20 - 20 Year Term,(
OR),5,OPTerm 30 - 30 Year Term,(
OR),7,OSP           BOST           Legacy Whole Life  (Elite,P
lus),P,OST                          Legacy Whole Life,
,P,UNN           BANN           Life Choice UL - pay to ag,e
121,8,Life Choice UL - to age 95,
(Pl,D,Life Choice UL - to age 10,0
(P,E,Life Choice UL - to age 10,5
(P,G,Life Choice UL - to age 11,0
(P,H,Life Choice UL - Single Pa,y
(P,O,Life Choice UL - pay to ag,e
100,P,Life Choice UL - Pay to 65,
(Pl,Q,Life Choice UL - 20 Pay  (,P
lus),R,Life Choice UL - 10 Pay  (,P
lus),S,UNS                          Life Choice UL - pay to ag,e
121,8,Life Choice UL - to age 95,
,D,Life Choice UL - to age 10,0
,E,Life Choice UL - to age 10,5
,G,Life Choice UL - to age 11,0
,H,Life Choice UL - Single Pa,y
,O,Life Choice UL - pay to ag,e
100,P,Life Choice UL - Pay to 65,
,Q,Life Choice UL - 20 Pay,
,R,Life Choice UL - 10 Pay,
,S,ETN           CETN           T-10/10 - 10 Year Term Gua,r
ante,3,T-15/15 - 15 Year Term Gua,r
ante,4,T-20/20 - 20 Year Term Gua,r
ante,5,ompulife Historical Data - May 2012,
,# 201,Product Code   Company Code   Product Name,
,atego,y                              T-25/25 - 25 Year Term G,u
aran,,6                              T-30/30 - 30 Year Term G,u
aran,,7CETP                          T-10/10 - 10 Year (P+ /,R
+),,3                              T-15/15 - 15 Year (P+ /,R
+),,4                              T-20/20 - 20 Year (P+ /,R
+),,5                              T-25/25 - 25 Year (P+ /,R
+),,6                              T-30/30 - 30 Year (P+ /,R
+),,7CICN           CINN           PerpetUL 121  (CA),
,,8                              PerpetUL 121 - Pay to 10,0
(C,,PCICP                          PerpetUL 121  (Super / S,e
lect,,8                              PerpetUL 121 - Pay to 10,0
(S,,PCIDN                          LifeHorizons Termsetter,1
5  (,,4                              LifeHorizons Termsetter,3
0  (,,7CIDP                          LifeHorizons Termsetter,1
5  (,,4                              LifeHorizons Termsetter,3
0  (,,7CINN                          LifeHorizons Termsetter,1
0,,3                              LifeHorizons Termsetter,1
5,,4                              LifeHorizons Termsetter,2
0,,5                              LifeHorizons Termsetter,2
5,,6                              LifeHorizons Termsetter,3
0,,7                              Termsetter ROP 15 Year,
,,J                              Termsetter ROP 20 Year,
,,K                              Termsetter ROP 25 Year,(
w/RO,,L                              Termsetter ROP 30 Year,(
w/RO,,MCINP                          LifeHorizons Termsetter,1
0  (,,3                              LifeHorizons Termsetter,1
5  (,,4                              LifeHorizons Termsetter,2
0  (,,5                              LifeHorizons Termsetter,2
5  (,,6                              LifeHorizons Termsetter,3
0  (,,7                              Termsetter ROP 15 Year (,S
up/S,,J                              Termsetter ROP 20 Year,(
Sup/,,K                              Termsetter ROP 25 Year (,S
up/S,,L                              Termsetter ROP 30 Year,(
Sup/,,MCIUN                          PerpetUL 121,
,,8                              PerpetUL 121 - Pay to 10,0
,,PCIUP                          PerpetUL 121  (Super / S,e
lect,,8                              PerpetUL 121 - Pay to 10,0
(S,,PCOBD           COLL           Term Line 20 - 20 Year (,L
ow B,,FCOBP           COLU           Nautical Term - 10 Year,
(Pfd,,3                              Nautical Term - 20 Year,
(Pfd,,5                              Nautical Term - 30 Year,
(Pfd,,7                              Nautical Term - 20 Year,w
ith,,K                              Nautical Term - 30 Year,w
ith,,MCOBS                          Nautical Term - 10 Year,
(Sup,,3                              Nautical Term - 20 Year,
(Sup,,5                              Nautical Term - 30 Year,
(Sup,,7                              Voyager UL w/Lifetime NL,G
(S,,8                              Nautical Term - 20 Year,w
ith,,K                              Nautical Term - 30 Year,w
ith,,M                              Voyager UL w/Lifetime NL,G
(S,,PCOBU                          Nautical Term - 10 Year,
,,3Compulife Historical Data - May 2012,
,9# 2,12Product Code   Company Code   Product Name,
,Cate,ory                              Nautical Term - 20 Yea,r
,,5                              Nautical Term - 30 Yea,r
,,7                              Voyager UL w/Lifetime,N
LG,,8                              Nautical Term - 20 Yea,r
wit,,K                              Nautical Term - 30 Yea,r
wit,,M                              Voyager UL w/Lifetime,N
LG,),PCOCL           COLL           Term Line 10 - 10 Year,
R&C,,3                              Term Line 20 - 20 Year,
R&C,,FCOEL           COLM           Term Line 15 - 15 Year,
R&C,,FCOFL                          Term Line 20 - 20 Year,
(Low,,FCOLC           COLL           Dignified Choice - Cla,s
sic,e,8                              Term Line 15 - 15 Year,
R&C,,FCOLE           COLM           Term Line 10 - 10 Year,
R&C,,3                              Term Line 20 - 20 Year,
R&C,,FCOMP           COMP           Term Life Answers 10,
,,3                              Term Life Answers 15,
,,4                              Term Life Answers 20,
,,5                              Term Life Answers 30,
,,7                              Guaranteed Universal L,i
fe -,,8                              Guaranteed Universal L,i
fe -,,C                              Guaranteed Universal L,i
fe -,,D                              Guaranteed Universal L,i
fe -,,E                              Guaranteed Universal L,i
fe -,,G                              Guaranteed Universal L,i
fe -,,QCOMS                          Term Life Answers 10,(
Plus,,3                              Term Life Answers 15,(
